date,tci_w60,tci_w100,tci_w150,tci_w200
2017-09-01,63.40538717030482,63.954726813542116,63.0664605891485,
2017-09-04,62.94350828886009,63.73447178677038,63.03742528095139,
2017-09-05,63.43198567929229,64.14407822812397,63.235335314156906,
2017-09-06,63.705024356561864,64.34717954455317,62.967284672352385,
2017-09-07,63.45612004134962,64.33682338378969,63.13216721746784,
2017-09-08,63.879260194225736,57.16191302552204,62.82077508461082,
2017-09-11,63.30117913873384,58.33202533761484,62.801124054058164,
2017-09-12,64.03221669930893,58.71463713665355,63.04659061453922,
2017-09-13,64.17371633169505,58.878903508524495,63.225687404433074,
2017-09-14,63.398699183835475,58.72779412131486,63.138857199634515,
2017-09-15,63.731438770714554,58.15508199796094,63.01082695277638,
2017-09-18,65.57230367890085,59.96705984824987,62.69929857296216,
2017-09-19,65.43757600518487,59.81315557340311,62.83427093817032,
2017-09-20,66.08579794061315,58.9968345595769,63.08837797348205,
2017-09-21,65.80658081906398,58.66865453195732,62.56420506427217,
2017-09-22,65.56450183914609,58.53052066626907,62.60274902598182,
2017-09-25,66.65045244483485,59.481533721071834,62.74985643474712,
2017-09-26,66.41844867985,59.720943189171734,60.22637219806924,
2017-09-27,66.79035009723147,59.39225888627322,60.37191561219707,
2017-09-28,66.57692684107278,60.2970115918768,60.51142733062693,
2017-09-29,66.42987217963162,60.41377225925507,60.40544409431505,
2017-10-02,66.38141888821227,60.32952677373989,60.50210433154509,
2017-10-03,65.06577317546987,59.851928148915,60.60847214414734,
2017-10-04,64.4737080377765,58.306210770231736,60.46024583832102,
2017-10-05,64.81287905402075,55.798837386920255,60.30053301536099,
2017-10-06,64.7155540213755,56.481655728747114,60.28840092041652,60.11474885223137
2017-10-09,66.04145948633607,56.800508846069995,60.42195011667908,60.402773264426365
2017-10-10,66.59514262541322,57.18222184580984,60.64202207491658,60.454039391944846
2017-10-11,67.259623911309,57.19902470943211,59.89196312365511,60.32097005407915
2017-10-12,65.61319438943967,56.74032093624778,59.555888702718384,60.11497731301472
2017-10-13,65.22980237989711,56.46427190926807,59.39758585439563,60.029219686093114
2017-10-16,65.87078181538143,57.13364210824415,59.630610914942174,60.000316947588374
2017-10-17,66.94546483724487,57.55291611081884,59.928202393203186,60.11064613073369
2017-10-18,67.61758246538815,57.94593846284781,60.02761136739531,60.331190993462535
2017-10-19,67.73418206981327,57.93282554926774,60.056698466798316,60.296280018964374
2017-10-20,66.06524627109982,57.53737494072722,59.87479291445994,60.24980790623473
2017-10-23,66.89360765182329,58.28397215066617,59.961212827397645,60.509574854128175
2017-10-24,66.82854477901446,58.611717736082845,59.8037392968654,60.362485553743994
2017-10-25,67.04008955045998,59.040462801161766,60.25526256430036,60.4222990065185
2017-10-26,69.4436501241209,58.91764924959856,59.746780408558884,60.110208323366635
2017-10-27,67.63833954765562,58.60566635150858,59.97612388491817,60.15117598287018
2017-10-30,67.26139778430804,58.91836423220318,60.27626590508234,60.18577013421241
2017-10-31,66.70140099108863,58.56042727863829,60.296175341455196,60.01219646485303
2017-11-01,66.40318024095254,57.874351347341246,59.94435176031851,59.85477292643431
2017-11-02,64.68402118452934,57.624510313034314,59.56198420872326,59.90732938727486
2017-11-03,61.19643934410085,57.06987677681846,59.41154869164315,58.709357026321165
2017-11-06,60.78392150992723,56.63810821277671,59.26709658889791,58.809651367854855
2017-11-07,61.17770263505618,56.74998998235638,59.537651320832005,59.04705013487101
2017-11-08,61.70641117935695,56.85258457678559,59.517187605758245,59.09751122829069
2017-11-09,61.7575400614326,57.292639441452955,59.10904366181076,59.18081634915594
2017-11-10,62.27764853938299,57.08955639308104,58.631011848397854,59.00559946090581
2017-11-13,62.30299858448887,56.966937194148585,58.91478571856239,58.99778791825596
2017-11-14,61.75439448211632,56.9911731361602,58.95288066150418,58.898909286979176
2017-11-15,61.519444111440045,57.22740234837372,58.87106461838986,58.5779602784928
2017-11-16,61.519774398181795,57.28760518977124,58.8772359979997,58.60351216807169
2017-11-17,61.84077054966678,55.5970424918697,52.81988425862218,58.549499732503165
2017-11-20,60.006511792133146,55.81922969747063,53.35592755415672,58.42842193980638
2017-11-21,60.467708640602034,55.38134224791202,53.5605845036539,58.56247889629653
2017-11-22,59.750545269820485,55.5164713681304,53.70095397799568,58.54619643033543
2017-11-23,59.907745422175296,55.091048787068566,53.65311512614455,58.63267365722463
2017-11-24,60.62029155804798,55.41362716942492,53.312166979952316,58.653959217861406
2017-11-27,60.45416998057438,55.07245524836982,53.534370736602085,58.466393871493196
2017-11-28,61.333097304720184,53.265314458219706,53.40440865108121,58.49534457879201
2017-11-29,61.53395881611425,53.46077824164054,52.324633182513146,58.40224568369719
2017-11-30,60.606158714659095,53.29084766322566,52.08894675025763,58.057112791424274
2017-12-04,60.531938787260096,53.45993763831163,51.856432761858585,57.90678036518611
2017-12-05,60.52126621794894,53.561916209637275,51.727416896823264,58.06819198260925
2017-12-06,60.12061909474975,53.56977795091402,51.794105198761834,55.410937580140654
2017-12-07,59.9609841014568,53.57744969759325,51.57953882529392,55.34098394215478
2017-12-08,60.53759641189992,53.05133270263437,51.50438576599687,55.42360111130705
2017-12-11,60.50763244714109,53.168597791073125,51.516930460838225,55.30698382610114
2017-12-12,59.09661717761252,52.9221370503119,51.4575315004986,55.20806786232107
2017-12-13,59.33228057970844,53.15628100851305,50.572439142154266,55.02830072589045
2017-12-14,58.88013158128407,52.65936308561635,50.00671305879468,55.18387181233283
2017-12-15,58.69697901901581,52.17660549928491,48.54823518364056,55.16269715700631
2017-12-18,61.34986362550151,53.70637028046661,49.41453230902589,55.33320513980894
2017-12-19,60.275975450657604,52.54883991133451,48.864030371855335,55.10715260500297
2017-12-20,60.62291840811638,52.22967294951001,48.58373747571744,55.01819535310173
2017-12-21,59.77021750453364,52.699160506786505,48.465418237736515,54.565131817095356
2017-12-22,59.97863616388247,52.781767878548166,48.74206936386763,54.54623105624459
2017-12-25,60.56449912016646,53.19568641733943,49.043710407371485,54.74354798796925
2017-12-26,62.23803486893622,53.95202993388093,49.64408064158642,55.431515459726164
2017-12-27,62.62947727735263,53.4697995431588,49.916149690830245,55.56346342746041
2017-12-28,62.79137569841373,53.75440396532154,50.46908862076528,55.86427086393634
2017-12-29,63.15332010195359,53.29842828161794,50.52619800121846,56.030126132850775
2018-01-01,63.89737408958606,52.488197606653294,51.48750598787862,56.464958313071534
2018-01-02,63.12046247503101,52.5121598100775,51.70441550326398,56.47256596184329
2018-01-03,63.29464587823204,52.91150382092744,51.75641427519674,56.40145635078216
2018-01-04,66.36455192415023,55.976197562969766,53.51607318757797,57.343877608192514
2018-01-05,65.15092094509069,54.116825667452794,53.03648027581849,57.066595266820066
2018-01-08,65.00045182847882,54.08084966570201,52.95952273127401,57.17060153311442
2018-01-09,64.66048869560255,53.85529236471483,53.11814825056135,57.39277749763772
2018-01-10,64.37791842586256,53.798325641527555,52.83435172136879,57.27912697576677
2018-01-11,63.11730912985553,53.27810868294415,52.75878189174807,57.079345928285576
2018-01-12,63.99710583640784,53.67444912319781,53.13715024325033,57.05018406281032
2018-01-15,64.38265878521455,54.25408532524646,52.840045359456276,57.08559858741231
2018-01-16,63.991220593377726,53.485867083498526,53.02295011355555,57.133123014482315
2018-01-17,63.9018541079972,53.42220508983375,53.16332971166122,57.25764376350158
2018-01-18,64.55356767533127,53.19234351715721,53.23353849687027,57.338632317467365
2018-01-19,65.00939657090134,53.283593597080525,53.23711503206335,56.85333003788303
2018-01-22,65.68762254008206,53.62477517159191,53.22748303769033,56.45716269881941
2018-01-23,65.27885887801688,53.33560100029352,53.20968987346571,56.58478337376924
2018-01-24,65.17522317298388,53.15800473703599,53.261464189928766,56.65732163550628
2018-01-25,65.33023431114454,53.14065607679643,52.47400535317547,56.61338224749307
2018-01-26,65.21549651423962,52.706918116190046,52.52073698081921,56.49211337711117
2018-01-29,63.75787690072819,52.004327181603074,51.17068931979695,50.74249902078654
2018-01-30,64.81751274536336,53.49786580009807,52.23421393580142,51.603623806822874
2018-01-31,64.9732481727397,53.27066918682929,52.308151856034776,51.84413951424476
2018-02-01,63.55581851518771,53.18578851308576,51.99150309307547,51.7513059846505
2018-02-02,64.64307889976756,54.890982941932556,52.45724509876668,52.373834290712594
2018-02-05,66.99779636688777,57.14011730910883,54.19682459354019,52.69055753300111
2018-02-06,83.65006686843137,74.42400292038886,66.6691547554452,60.90590485032369
2018-02-07,84.81152562447454,76.47716965485162,68.84932691065097,63.52327557064527
2018-02-08,81.38503794020869,73.78606761481554,68.6465370889182,63.47245073099289
2018-02-09,81.09730035697133,73.25485268638245,68.15874244787163,63.5643745701709
2018-02-12,82.70857761222909,74.93564094525529,68.80357214556447,64.00042465287669
2018-02-13,84.52716694079895,75.35230413268907,68.73319148224762,63.89917577086726
2018-02-14,83.70097490540668,75.44694984993802,68.58052360001503,63.770867652512784
2018-02-15,83.65320570650425,75.15978352666781,68.70645358668955,63.7501176902295
2018-02-16,82.45526118033135,75.45346257040447,69.01377937947846,63.93827935568539
2018-02-19,83.09886237841803,75.50456803638842,68.90065247033786,63.947349329924265
2018-02-20,83.70357695133933,75.58770353286214,68.77318455136887,64.01396080173394
2018-02-21,83.77311610714358,75.50398054290162,68.88998482764588,63.92596599015066
2018-02-22,83.3160766371901,75.48978483456841,69.03282952671633,64.1261951896842
2018-02-23,83.24197967729114,75.6771082868843,69.2074531318541,64.29629607059717
2018-02-26,83.28894143807653,75.01454166435214,68.62016445235142,64.18392185881487
2018-02-27,83.85119836887321,75.18810753626917,68.78498633774089,64.41447391441523
2018-02-28,83.70727196779988,75.14204443151486,68.47698532725637,64.32347151392642
2018-03-01,83.66054141236995,75.52486252297582,68.62116101465,64.22913311639408
2018-03-02,82.94020282940352,74.95454516855162,68.43813404415073,64.77185350760176
2018-03-05,84.93352489981888,75.15590421486066,68.29098997054118,64.56192092937147
2018-03-06,84.62104119169452,74.55719922168956,68.16678501004726,64.47528294389265
2018-03-07,83.94223344056337,74.25069667593127,68.02830150704044,64.37084256756295
2018-03-08,84.92689267204068,75.03482978245583,68.7651251779131,64.82403055640633
2018-03-09,84.59001997619978,75.01201709096775,68.50437528383688,64.81170428276839
2018-03-12,84.33858611201975,75.05444386559438,68.55457756530772,64.84713905600786
2018-03-13,84.35903067897081,75.5664836214699,68.56389513389854,65.00072574064377
2018-03-14,84.46464893851588,75.96399363618936,68.76044062127359,65.12619694274449
2018-03-15,84.11698422774937,76.26707210414567,68.7871961951962,65.20173255699163
2018-03-16,83.79809811644982,76.12011282975764,68.40580002419834,65.18727902632064
2018-03-19,82.39315450553647,76.66434846909836,68.49930173811308,65.55736787994408
2018-03-20,82.2737150871229,76.30777891452259,67.99498420377509,65.19503170052383
2018-03-21,82.27737792135265,75.85277298846552,67.79135290597733,64.97988679987992
2018-03-22,83.30674744958708,77.9030610528209,70.18477777363194,66.39275025597087
2018-03-23,82.4061449170285,77.79491852049291,69.78195145157407,66.1332916113158
2018-03-26,82.49107833439243,77.71871180333957,69.89743178605605,66.03920797255144
2018-03-27,82.18293112397797,77.66210733144918,69.8025322311649,66.12441196024574
2018-03-28,81.93020916632202,77.89140354090446,69.69544099510583,65.8718999406962
2018-03-29,79.66663334142031,77.73118859806453,69.78354569082778,65.76397383780792
2018-03-30,81.05218647805602,78.51357841465965,70.34608525315164,66.14927424984145
2018-04-02,81.26815871658724,78.94011927286421,70.7546623023824,66.52933421583815
2018-04-03,81.32786419100745,78.3920784667717,70.18354105473534,66.4387274102746
2018-04-04,81.29820356323452,78.18566984300553,70.01159141061561,66.24116416137845
2018-04-05,84.16250826911799,80.9277080181466,73.71141542256528,69.35371241995519
2018-04-06,83.16128084009023,80.25516816432614,73.07219491827546,68.7879802564551
2018-04-09,84.26746827358652,80.78164171698043,73.22801553403761,68.81680228488646
2018-04-10,83.6905046795901,80.2061394167122,73.02721750232728,68.76255813635565
2018-04-11,83.40970913507674,80.27933996340137,73.09973700356632,69.16691144641834
2018-04-12,83.4057320337241,80.26702398538636,73.28968449254792,69.13624607821751
2018-04-13,83.67393735020305,79.99750494309025,73.47672731524192,69.3278026122678
2018-04-16,83.91061413482504,79.89749163120263,73.46752818423221,69.22287726088796
2018-04-17,83.7787105747466,79.85230952999093,73.29728364688289,69.11301896494375
2018-04-18,83.56182846801559,79.87964839811298,73.38730571617887,69.14690511704974
2018-04-19,83.25577483597647,79.77933134547011,73.45774512401375,69.24713073045851
2018-04-20,83.51921538882289,80.06392935068577,73.40010222825805,69.00786196742824
2018-04-23,83.47352909456504,80.17252490529657,73.77267501768125,68.96867174189344
2018-04-24,83.5139793864458,80.19363387808966,73.81088382912435,68.96787930770274
2018-04-25,83.12830151378515,79.9571433233524,73.71185126056166,68.76925631962052
2018-04-26,81.76274156750881,79.86699079726652,73.714978068572,68.86970192979757
2018-04-27,81.33926267856232,79.7171103754779,73.48654817777285,68.80900836189258
2018-04-30,73.99744776795802,79.78430900458697,73.48051063768067,68.80147690291449
2018-05-01,74.24126998711489,80.26562790651204,73.87346585277702,69.17606281641808
2018-05-02,74.03759670911553,79.90355586614368,73.79084383744907,69.03225672698619
2018-05-03,73.75401649390166,80.09259373715312,74.13411752881055,69.18828344043284
2018-05-04,73.08450691438428,80.09037618633143,74.05083858234732,69.18985489526435
2018-05-07,73.08792031721245,79.99982469295392,73.51786104090439,68.87125637225417
2018-05-08,72.80459579271799,79.83099944405981,73.28568044653426,68.78024125877009
2018-05-09,72.6671214188756,79.73313523891015,73.34860525600432,68.65377018370347
2018-05-10,72.647863070518,79.69911365291911,73.34442005078182,68.69099012900476
2018-05-11,72.40453609143177,78.639047531737,73.02924181335216,68.53757447200162
2018-05-14,72.06559286204876,77.77493360546998,72.75095034883009,68.21928301720439
2018-05-15,71.86371558335934,77.54910710983332,72.38391587153845,67.99737951387512
2018-05-16,71.508811209766,77.23517881621144,71.98601160469667,67.87856978964027
2018-05-17,71.37796952961922,77.2876582194642,72.14311946341905,67.95339229291957
2018-05-18,71.22704899593872,76.54613401551742,72.06058936507527,67.75902906891854
2018-05-21,71.14913435702907,76.53017279850488,71.65604886835828,67.80623795151115
2018-05-22,70.14047338093764,76.23467707294613,71.66840729915268,67.55738042758658
2018-05-23,69.67113928952932,75.88623129482768,71.87798302775126,67.94951936034371
2018-05-24,69.55178894839061,75.40581733982285,72.16169589070732,67.86671710342188
2018-05-25,69.29169452109208,75.14270014131333,72.1192343169239,67.61137423634966
2018-05-28,69.53951843161109,74.88170765670198,72.01146137130955,67.14818368724883
2018-05-29,70.8850687615052,75.08997209068824,72.31910209046558,67.72225456372757
2018-05-30,69.85681970382667,74.77184124974023,71.68999590005615,67.3923481721341
2018-05-31,69.9752295809701,74.99519342891998,71.94482545327394,67.52271787060778
2018-06-01,70.12596139309068,74.90500678382791,72.37780434210576,67.72550727555699
2018-06-04,70.51202658532021,74.70359698879396,71.86896588611012,67.50801402763629
2018-06-05,70.79199440717619,74.52493507643841,71.60770533819428,67.25757121383552
2018-06-06,70.46053667898839,74.31088855541333,71.67081628934588,67.22939118945371
2018-06-07,70.19885982553939,74.20119615587674,71.85540815114484,67.39597844854988
2018-06-08,69.9171318445143,74.10873924660001,71.74554843958533,67.31206765437695
2018-06-11,70.140697725428,73.56859505909883,71.51011227627473,67.0868396189505
2018-06-12,69.49800403702613,74.20082580246333,71.63713315609967,66.96498089292896
2018-06-13,67.54891495907634,74.54781119410818,71.78961612519949,67.01454293262667
2018-06-14,68.71087021887718,74.32581898290557,71.95004954776375,66.9677628706608
2018-06-15,69.0981567719281,75.52105325850916,73.1851231989514,67.8947982007173
2018-06-18,70.22666478225268,75.05681547902569,72.69266130150321,67.53798304030573
2018-06-19,70.14488026995501,74.88351307538885,72.54692042141212,67.46168414437348
2018-06-20,70.239400663023,75.03605842490481,72.46231839929864,67.42053871556647
2018-06-21,69.44547616689721,73.35791341066337,72.22023681378896,67.50323614392752
2018-06-22,68.4628863802678,73.16756865662771,71.75688680166242,67.40854335297728
2018-06-25,70.73165818398088,66.33311839265635,71.92643131413523,67.76403246783808
2018-06-26,71.56894249356884,66.76286471853024,71.96404085942152,67.68722886937576
2018-06-27,65.0453298279874,66.70352897785493,72.15133507006755,67.75833042244255
2018-06-28,64.76340049243221,66.12023715379452,72.15761048089784,67.70690894441665
2018-06-29,64.79032694952978,65.65590834318871,72.299733178885,67.7953669723523
2018-07-02,65.14344957285316,65.80632488406526,72.45964150312295,68.17110153024316
2018-07-03,64.98351864529106,65.73039257780223,72.30569553302357,68.03723429307786
2018-07-04,65.13282162207035,65.69403515259286,72.06666227911553,68.06359151768262
2018-07-05,64.77530969253472,65.3839216029164,72.05874866019344,68.07448960427003
2018-07-06,65.3528466804243,65.63843587598434,72.09460185574194,68.11082291236922
2018-07-09,64.83914247276881,65.31704542849742,72.03908462327006,68.03157359174975
2018-07-10,64.75597082230932,65.24574356508526,72.12855240251636,68.135719621258
2018-07-11,65.98634317053198,65.54084897902224,72.16357459178076,68.47544078375462
2018-07-12,65.03913548325582,65.48303625521862,72.1853794097327,68.53849566931402
2018-07-13,64.90422791427427,65.2743204137035,72.26695559360627,68.56983134369588
2018-07-16,64.97611222365656,65.11067881480056,72.24900347699077,68.1723670649104
2018-07-17,64.37199809813494,65.10600069733717,72.16342335240958,67.99411289685932
2018-07-18,64.93735741778615,64.73102596283793,71.8738655001507,68.03848591360328
2018-07-19,63.90816560518352,64.25100666760673,71.81367520514543,67.81080513160518
2018-07-20,63.946989701434646,64.49010850451782,71.13236945904107,67.62313428640816
2018-07-23,61.666260231951675,64.48884374785511,70.28738326662027,67.46978516183866
2018-07-24,61.735891568435754,64.2982984265079,70.22245548424041,67.25840258102224
2018-07-25,62.42052619976425,64.01906346583328,70.34910446674125,67.20574061172208
2018-07-26,62.006978286137915,63.761386752865,70.21969643190313,67.18148410342498
2018-07-27,61.410731122394736,63.879096066967044,69.60637590353406,67.19407442418512
2018-07-30,62.071374029658735,64.30476559742473,69.88109378397449,67.09036152352186
2018-07-31,62.24801711940404,64.4404369038197,69.9420338637913,67.34277284638225
2018-08-01,62.713692164800726,64.28421636647977,69.79749976958202,67.22617377085884
2018-08-02,63.20420612250657,64.65201515246696,69.88190959666892,67.60016833971102
2018-08-03,63.578895005145355,63.77156279378325,69.6463949232285,67.74174478428935
2018-08-06,63.62623548555446,63.76023341385507,69.45377071046967,67.97611371909514
2018-08-07,64.35516638867715,63.75681296436056,69.59591628020752,68.00884256373611
2018-08-08,64.24847573624562,61.819435982673966,69.68843583486685,67.92706188468563
2018-08-09,63.953607442743476,62.634237589591244,69.66680257708732,67.99067261376226
2018-08-10,66.86045415502217,63.843205210373796,69.9290761254114,68.71563682209953
2018-08-13,67.36132491232824,63.955003343067865,69.74351492879667,68.49245886395154
2018-08-14,64.40639531748404,64.20375520890943,69.90349800458505,68.63785899685094
2018-08-15,64.36062138252096,63.94688527809629,69.46153054294825,68.4259867341632
2018-08-16,64.06954791334958,62.90144558545363,69.32283602796988,68.36105448425886
2018-08-17,64.31545604121013,62.138363370138094,69.35030061486171,68.3759318803785
2018-08-20,64.94698816695778,62.24893056913733,69.5393076161853,68.5377093928632
2018-08-21,65.41728368793788,62.05685472878971,69.51937274550593,68.39930343846233
2018-08-22,64.99906116657746,55.48090304675342,69.45708698958593,68.29876485075785
2018-08-23,64.81368100040751,56.45312017251393,69.42216764674531,68.48734891983055
2018-08-24,65.3992288782829,56.226323699514246,69.3885655326281,68.56963406644543
2018-08-27,66.02999569475493,56.3516026126707,69.17942206994442,68.33211495136308
2018-08-28,66.3143294426465,56.51007077412039,69.12751731600254,68.22019214483204
2018-08-29,65.92528474385595,56.94128828984694,69.52273805598453,68.37519976140469
2018-08-30,66.22524743237544,56.13568581424698,68.30385087879583,68.15791837670282
2018-08-31,67.00856956698162,56.28529596959474,68.16344141065403,67.93728169807835
2018-09-03,66.78249905419923,56.637202942704555,61.57369758537193,67.9184568997976
2018-09-04,66.2950355697318,56.55404775867048,61.406056050207404,67.92463868475053
2018-09-05,66.82155631651379,57.4554314973687,61.296067220752136,68.17717021957962
2018-09-06,63.37066719193517,56.82631706826983,60.64321083675374,68.08393308188127
2018-09-07,64.64788435223065,56.65536627748303,60.20649157485257,68.11068162315571
2018-09-10,65.62519163360157,56.29081393531376,60.04237920260732,67.88013995827565
2018-09-11,65.38861140239864,56.191168915886756,60.08120739253858,67.85304087156314
2018-09-12,64.69709173742005,56.44041693246521,60.158665188095064,67.59294209819646
2018-09-13,65.8147904044579,56.75363023772814,59.848018417444685,67.5381481585878
2018-09-14,64.29730306432276,56.677789380118924,59.90393413760368,67.61585666814037
2018-09-17,64.83810565781143,56.034080471925584,59.77021277687691,67.6796936921578
2018-09-18,65.68330268467174,56.42968980135884,59.59482025562942,67.59936934490824
2018-09-19,65.30219573946493,56.805012896411,59.8058299695501,67.86030157252898
2018-09-20,65.49428038440197,56.31730404112296,59.80107645282278,67.89507915014697
2018-09-21,64.96496183987097,56.05326477130558,59.62276347535096,67.79612985081803
2018-09-24,65.55733319958304,56.3816961792896,59.60845804823885,67.86875402304246
2018-09-25,65.84238231617127,56.62574644160737,59.52838965022992,67.78103578364365
2018-09-26,66.06786991188656,56.800082989307846,59.361107931301134,67.89867197663577
2018-09-27,65.97770468238802,56.88654028513458,58.99638933038355,67.93227883088052
2018-09-28,67.3297015970938,58.41432743635184,59.714547353855295,67.47263064688633
2018-10-01,66.56907658104772,58.33171272022861,59.986832119491616,66.89984605584783
2018-10-02,63.10930234822676,58.67250789796435,59.92285979380595,66.89881057799158
2018-10-03,63.66813501918481,58.68175879081823,59.7909643965857,66.76918880583088
2018-10-04,64.1030421970478,58.765806076922985,59.42676098639016,66.56059255189297
2018-10-05,64.40270449555405,59.51403129363083,59.61117626668019,65.96028926193668
2018-10-08,65.37611247223903,60.440061573128176,60.6911959028492,66.32917245567268
2018-10-09,66.30546256258785,57.999516263190344,60.757330392248875,66.3780071680148
2018-10-10,70.65185340306972,61.80469430889438,61.778272359384204,66.84322999228408
2018-10-11,73.75971934138006,64.30508398561237,63.39513652166907,68.06027715941322
2018-10-12,73.29727564944488,63.97943448308302,63.18718107410748,67.8761061877747
