date,tci_w250
2018-04-27,64.96743746530198
2018-04-30,65.1182909443959
2018-05-01,65.53670924940276
2018-05-02,65.39940135542459
2018-05-03,65.54289928423974
2018-05-04,65.62648275508073
2018-05-07,65.4579174792459
2018-05-08,65.43343960693399
2018-05-09,65.33401328667526
2018-05-10,65.41688974805705
2018-05-11,65.25782279650146
2018-05-14,64.95400179490221
2018-05-15,64.7908070956784
2018-05-16,64.64591957766014
2018-05-17,64.82555958226222
2018-05-18,64.74618688309724
2018-05-21,64.7261146720153
2018-05-22,64.65676832517848
2018-05-23,65.08804248736558
2018-05-24,65.04190129577125
2018-05-25,64.96792571480871
2018-05-28,64.69077201025759
2018-05-29,65.3036750878368
2018-05-30,64.95309377054878
2018-05-31,64.95711119892889
2018-06-01,65.15951470054982
2018-06-04,64.79294921405139
2018-06-05,64.73433723751161
2018-06-06,64.66634041350989
2018-06-07,64.63204856515728
2018-06-08,64.51307589759426
2018-06-11,64.32125111438289
2018-06-12,64.53538195946183
2018-06-13,64.53389772628319
2018-06-14,64.53070650823747
2018-06-15,65.17137315005694
2018-06-18,64.8109018346091
2018-06-19,64.76498925648322
2018-06-20,64.99986419852073
2018-06-21,64.92564519977492
2018-06-22,64.72171908150506
2018-06-25,65.11835766129438
2018-06-26,65.05465249611095
2018-06-27,64.99229027768692
2018-06-28,65.04801684340569
2018-06-29,64.88581670872105
2018-07-02,64.89386606895441
2018-07-03,64.75304039403889
2018-07-04,64.73490592895944
2018-07-05,64.7944339759861
2018-07-06,64.86932455490383
2018-07-09,64.75332265272712
2018-07-10,64.81655593732532
2018-07-11,65.07562156094451
2018-07-12,65.0584720095531
2018-07-13,65.19322030295034
2018-07-16,65.07304820533906
2018-07-17,65.00513515288908
2018-07-18,64.86606395033972
2018-07-19,64.7298241176302
2018-07-20,64.65621447259875
2018-07-23,64.48625161129881
2018-07-24,64.39480733529734
2018-07-25,64.50143250762594
2018-07-26,64.46519719897239
2018-07-27,64.39579871842842
2018-07-30,64.54196245981268
2018-07-31,64.55262714652257
2018-08-01,64.49976892551176
2018-08-02,64.60650252891969
2018-08-03,64.51215319227151
2018-08-06,64.48242658567246
2018-08-07,64.4414938099478
2018-08-08,64.43431512060242
2018-08-09,64.48125801664443
2018-08-10,64.98484907210242
2018-08-13,64.89086160255961
2018-08-14,64.97957680468288
2018-08-15,64.81531534277434
2018-08-16,64.85066220397559
2018-08-17,64.89776828312613
2018-08-20,64.91119698175694
2018-08-21,64.69853092004058
2018-08-22,64.54103504125013
2018-08-23,64.56463881675765
2018-08-24,64.51604317034348
2018-08-27,64.31085689280526
2018-08-28,64.27212442038403
2018-08-29,64.3405189107777
2018-08-30,64.42901532278833
2018-08-31,64.47712311010257
2018-09-03,64.58063440449126
2018-09-04,64.49919036385666
2018-09-05,64.69918151151003
2018-09-06,64.5640996004808
2018-09-07,64.50676306237554
2018-09-10,64.58700624502036
2018-09-11,64.53692493562043
2018-09-12,64.53307912220176
2018-09-13,64.54808994227903
2018-09-14,64.59817363250139
2018-09-17,64.65684884915981
2018-09-18,64.62890090840948
2018-09-19,65.01938978751085
2018-09-20,65.14065041700921
2018-09-21,65.0252863092845
2018-09-24,64.72337925008333
2018-09-25,64.5536156808025
2018-09-26,64.7936409612264
2018-09-27,64.64086163650467
2018-09-28,64.61301986241618
2018-10-01,64.57478530844585
2018-10-02,64.43924466574377
2018-10-03,64.29225832303584
2018-10-04,64.15905733196465
2018-10-05,64.2155545015949
2018-10-08,64.283805066726
2018-10-09,64.4146462220038
2018-10-10,65.28343619437342
2018-10-11,66.5013905874375
2018-10-12,66.61512879122826
2018-10-15,66.86710786477323
2018-10-16,67.80861550744392
2018-10-17,67.44698027366694
2018-10-18,67.36855879541056
2018-10-19,67.44605033427825
2018-10-22,67.34366953368902
2018-10-23,68.08750631609985
2018-10-24,67.89330768690188
2018-10-25,67.84315434592332
2018-10-26,67.83085147287953
2018-10-29,67.7933221155346
2018-10-30,67.58660044804256
2018-10-31,67.56422607722816
2018-11-01,67.51587912419733
2018-11-02,67.425594128602
2018-11-05,67.40194699021689
2018-11-06,67.38511422188849
2018-11-07,67.6984813978589
2018-11-08,67.47554735885085
2018-11-09,67.309442422774
2018-11-12,67.14596694124899
2018-11-13,67.11868195528537
2018-11-14,67.1382249617876
2018-11-15,66.79158057289051
2018-11-16,66.85177859505148
2018-11-19,66.79030842202407
2018-11-20,67.49723389035904
2018-11-21,67.27310429230936
2018-11-22,67.16477223994447
2018-11-23,67.19437502395797
2018-11-26,67.09753029798709
2018-11-27,67.0127697078214
2018-11-28,67.14105184835425
2018-11-29,66.93944466721771
2018-11-30,67.07293247122325
2018-12-03,67.6922901763073
2018-12-04,67.68270411093967
2018-12-05,67.51995711952182
2018-12-06,70.36914437015562
2018-12-07,69.1922007609322
2018-12-10,69.20874134174001
2018-12-11,69.06771384999531
2018-12-12,69.04281289288188
2018-12-13,69.0309132270048
2018-12-14,68.85122256130636
2018-12-17,69.10476642750831
2018-12-18,69.11506199784499
2018-12-19,68.01481768849665
2018-12-20,68.16457728976707
2018-12-21,67.92962049862513
2018-12-24,67.7436761354531
2018-12-25,68.57191926847645
2018-12-26,68.92457416364958
2018-12-27,69.15545833537703
2018-12-28,69.37807663888016
2018-12-31,69.26644668967924
2019-01-01,69.65357346839104
2019-01-02,69.33789361946614
2019-01-03,69.14154370600892
2019-01-04,70.30163676450518
2019-01-07,70.10379289238918
2019-01-08,70.05753098581692
2019-01-09,70.12619478381855
2019-01-10,70.14272776311007
2019-01-11,70.0350807676851
2019-01-14,69.94391209737809
2019-01-15,69.88178716891376
2019-01-16,69.96188349582286
2019-01-17,69.92167195559816
2019-01-18,69.80904641223954
2019-01-21,66.86688827098273
2019-01-22,66.28653264592901
2019-01-23,65.77331167783555
2019-01-24,65.39743573549718
2019-01-25,65.25449520750259
2019-01-28,65.20816700903313
2019-01-29,65.27346870032072
2019-01-30,65.28477479148911
2019-01-31,65.13558022510932
2019-02-01,65.16499778682146
2019-02-04,65.07094158906284
2019-02-05,65.1837596408403
2019-02-06,65.16502834527707
2019-02-07,65.30373314444165
2019-02-08,65.24424463989807
2019-02-11,65.13276431988521
2019-02-12,65.09975464901999
2019-02-13,65.09591949267394
2019-02-14,64.95235540827004
2019-02-15,65.06154172587554
2019-02-18,65.1027639571287
2019-02-19,65.21381363888975
2019-02-20,65.1753395554403
2019-02-21,65.13450752105682
2019-02-22,65.26180933366197
2019-02-25,65.14505639548443
2019-02-26,65.11816974165471
2019-02-27,65.10094906071157
2019-02-28,65.0745338059058
2019-03-01,64.96440548535342
2019-03-04,64.86542343664891
2019-03-05,65.00767447215544
2019-03-06,64.64227919292081
2019-03-07,64.77677442542573
2019-03-08,64.76922474487954
2019-03-11,64.76047549356257
2019-03-12,64.83571177244227
2019-03-13,64.81603450687302
2019-03-14,64.23898260048956
2019-03-15,63.73606815992594
2019-03-18,63.75004694291757
2019-03-19,63.694872339396234
2019-03-20,62.59402011684225
2019-03-21,62.723368997690024
2019-03-22,62.96667393292873
2019-03-25,63.030367003556044
2019-03-26,63.01905971019033
2019-03-27,63.23427338872934
2019-03-28,63.13039016574306
2019-03-29,63.15600962138039
2019-04-01,63.470672353956004
2019-04-02,63.531937898233984
2019-04-03,63.4381395412158
2019-04-04,63.59614430718271
2019-04-05,63.50846601897059
2019-04-08,63.48035919581273
2019-04-09,63.57008904928724
2019-04-10,63.67437285306443
2019-04-11,63.67597162647147
2019-04-12,63.60632709179039
2019-04-15,63.26238642032869
2019-04-16,63.360837431509665
2019-04-17,63.55168993996666
2019-04-18,63.616630069683126
2019-04-19,64.08386895969022
2019-04-22,64.50200064291109
2019-04-23,64.53954421707337
2019-04-24,64.45876034758147
2019-04-25,64.57478865368212
2019-04-26,64.91991564900023
2019-04-29,65.11076097630622
2019-04-30,65.08674046117804
2019-05-01,65.40797620764809
2019-05-02,65.38974288842478
2019-05-03,65.47333776367162
2019-05-06,65.49057891185797
2019-05-07,65.50217278452138
2019-05-08,65.49468870680364
2019-05-09,65.76306549591827
2019-05-10,65.75989068945786
2019-05-13,65.61578674534745
2019-05-14,65.53910862081999
2019-05-15,65.5739798427155
2019-05-16,65.53173035356558
2019-05-17,65.67579792414021
2019-05-20,65.66479982820971
2019-05-21,65.65766419034607
2019-05-22,65.6887880164267
2019-05-23,65.76050776040765
2019-05-24,65.84889160261513
2019-05-27,65.43324500089454
2019-05-28,65.38448985708499
2019-05-29,65.47403340900347
2019-05-30,65.33114269267861
2019-05-31,65.32561914669417
2019-06-03,65.39263062801743
2019-06-04,65.28266621401879
2019-06-05,65.25838012645195
2019-06-06,65.46462410870167
2019-06-07,65.48035360393963
2019-06-10,65.47041539952848
2019-06-11,65.42864521592612
2019-06-12,65.40461521852299
2019-06-13,65.51523362767568
2019-06-14,65.57907799895875
2019-06-17,65.61261164618927
2019-06-18,65.7920316916638
2019-06-19,65.81751941732938
2019-06-20,65.88669151012299
2019-06-21,65.98221133633129
2019-06-24,66.01540083029744
2019-06-25,65.9767483804896
2019-06-26,66.11371739304458
2019-06-27,65.88593283253914
2019-06-28,65.81642167897586
2019-07-01,65.86783858314031
2019-07-02,66.11028178677938
2019-07-03,65.95513052474061
2019-07-04,65.95923528798284
2019-07-05,66.03294540411
2019-07-08,66.00768840227343
2019-07-09,65.87172268942298
2019-07-10,65.99414569274819
2019-07-11,66.05608368149348
2019-07-12,66.15582632433824
2019-07-15,66.31956173417649
2019-07-16,66.43672739674903
2019-07-17,66.3505798949223
2019-07-18,66.30125922198819
2019-07-19,66.21535651437792
2019-07-22,66.18504852660007
2019-07-23,66.0650183385993
2019-07-24,66.09143462847345
2019-07-25,65.93180531963337
2019-07-26,65.94134866845702
2019-07-29,65.95221252766116
2019-07-30,66.04525374837415
2019-07-31,65.99419104161079
2019-08-01,65.9316127336993
2019-08-02,65.99915987142964
2019-08-05,66.4674789092245
2019-08-06,66.53896221653159
2019-08-07,66.61259675123092
2019-08-08,66.56767149311295
2019-08-09,66.492684731664
2019-08-12,66.39137195582731
2019-08-13,66.36739426842952
2019-08-14,66.78031032043319
2019-08-15,66.7441710225276
2019-08-16,66.62532054806249
2019-08-19,66.81130338608564
2019-08-20,66.77185944240111
2019-08-21,66.79191992035368
2019-08-22,66.69698305434828
2019-08-23,66.74438236003844
2019-08-26,66.97470235032613
2019-08-27,66.98641000051377
2019-08-28,66.8939555246052
2019-08-29,66.9525751143226
2019-08-30,66.86312936431804
2019-09-02,66.88189808174631
2019-09-03,66.82588880121591
2019-09-04,66.80307089264058
2019-09-05,66.81491981243367
2019-09-06,66.82978898315474
2019-09-09,66.85457464935662
2019-09-10,66.68150035079682
2019-09-11,66.6698135126518
2019-09-12,66.81070842200798
2019-09-13,66.81168763698183
2019-09-16,66.80298555477783
2019-09-17,66.84161604503132
2019-09-18,66.85085075168669
2019-09-19,66.87837201546569
2019-09-20,66.81874224777593
2019-09-23,66.90206133433547
2019-09-24,66.69607553565069
2019-09-25,65.91570858279432
2019-09-26,65.99981739518596
2019-09-27,66.01137463280519
2019-09-30,65.79265863061812
2019-10-01,65.85586178617827
2019-10-02,66.95153128092205
2019-10-03,66.68324889599543
2019-10-04,66.66215563735469
2019-10-07,66.51958913829395
2019-10-08,66.57218242173754
2019-10-09,66.63933285137787
2019-10-10,66.65455969605402
2019-10-11,67.20722577002263
2019-10-14,67.06088449031512
2019-10-15,66.96154674421484
2019-10-16,66.9010739985767
2019-10-17,66.99019514354771
2019-10-18,67.15653817719387
2019-10-21,67.16274499815358
2019-10-22,67.08584727158812
2019-10-23,67.15449914139174
2019-10-24,66.99644821995331
2019-10-25,67.07979347481398
2019-10-28,67.10941487627933
2019-10-29,67.24526582307645
2019-10-30,67.3221468622737
2019-10-31,67.32181784771404
2019-11-01,67.37440275976824
2019-11-04,66.91759278877039
2019-11-05,66.79107525718197
2019-11-06,66.82896077824051
2019-11-07,66.81518787285177
2019-11-08,67.04892550712373
2019-11-11,67.06591377490739
2019-11-12,66.98740812827083
2019-11-13,67.04411145250329
2019-11-14,67.05484271662438
2019-11-15,66.85314531140666
2019-11-18,66.94503022114442
2019-11-19,67.08354140477073
2019-11-20,65.59574966635047
2019-11-21,65.75853324241909
2019-11-22,65.37302050207796
2019-11-25,65.26229715860462
2019-11-26,65.07188496577946
2019-11-27,65.13095932483465
2019-11-28,65.18418505665633
2019-11-29,65.15651100340499
2019-12-02,65.17555029375241
2019-12-03,65.02872780673965
2019-12-04,64.71645640368884
2019-12-05,64.83650939501638
2019-12-06,64.68305902071614
2019-12-09,64.42929117175224
2019-12-10,64.18716512471349
2019-12-11,64.02314914653728
2019-12-12,63.58019623242252
2019-12-13,63.70804370453277
2019-12-16,63.152192097883706
2019-12-17,63.401795185346934
2019-12-18,63.514644764929514
2019-12-19,63.08836751329008
2019-12-20,63.1505500333204
2019-12-23,63.09692187077044
2019-12-24,63.279284617059304
2019-12-25,63.49657766275318
2019-12-26,63.729572884300254
2019-12-27,63.75287194388346
2019-12-30,63.80282484730342
2019-12-31,63.91100508441252
2020-01-01,64.20405368322685
2020-01-02,64.18307430484494
2020-01-03,64.25390208926834
2020-01-06,64.06786917149515
2020-01-07,64.18319935640805
2020-01-08,64.1909715336055
2020-01-09,64.22248094514448
2020-01-10,64.3240838037623
2020-01-13,64.35512179076409
2020-01-14,64.452581468487
2020-01-15,64.39815412624822
2020-01-16,64.44407608642275
2020-01-17,64.55916191348963
2020-01-20,64.4999200055166
2020-01-21,64.61854605287736
2020-01-22,64.08523450080716
2020-01-23,64.06956847352757
2020-01-24,64.07278636146175
2020-01-27,65.41369820185432
2020-01-28,65.04510175313536
2020-01-29,65.0027602804233
2020-01-30,64.8834374082155
2020-01-31,64.79754461512265
2020-02-03,64.72584931190613
2020-02-04,64.64254018580846
2020-02-05,64.60334428554934
2020-02-06,64.57736651093731
2020-02-07,64.52224509952343
2020-02-10,64.5039766614543
2020-02-11,64.46010512748896
2020-02-12,64.53108611057755
2020-02-13,64.60392793909215
2020-02-14,64.89555304109885
2020-02-17,64.7638107710416
2020-02-18,64.77859176554853
2020-02-19,64.74003354088322
2020-02-20,64.67983817636451
2020-02-21,64.66889183957673
2020-02-24,73.73172403203331
2020-02-25,74.44529129592746
2020-02-26,74.41130793550089
2020-02-27,76.3902315230538
2020-02-28,79.98008505839586
2020-03-02,79.75309405759748
2020-03-03,79.90448322931938
2020-03-04,79.84015576783692
2020-03-05,80.20519518644704
2020-03-06,81.68864313067405
2020-03-09,94.15104438980862
2020-03-10,89.43005514987885
2020-03-11,89.311616621438
2020-03-12,91.80165974965361
2020-03-13,91.55507413009076
2020-03-16,91.68153892887435
2020-03-17,91.73301645390201
2020-03-18,91.4417585295746
2020-03-19,91.40964117359698
2020-03-20,91.24891292497938
2020-03-23,91.28932557122157
2020-03-24,91.2228713494846
2020-03-25,91.1783671353248
2020-03-26,91.17134463021337
2020-03-27,91.1577685559525
2020-03-30,91.09132065057295
2020-03-31,90.980192186484
2020-04-01,91.0677135729736
2020-04-02,91.01010520325676
2020-04-03,90.98476090273499
2020-04-06,91.19552895045085
2020-04-07,91.09286954255789
2020-04-08,91.08672647579992
2020-04-09,91.03000405440265
2020-04-10,90.99409588405244
2020-04-13,90.99867845154463
2020-04-14,90.9209055842177
2020-04-15,90.98150906067343
2020-04-16,90.91747241297105
2020-04-17,90.85125641841071
2020-04-20,90.84567003372973
2020-04-21,90.84245680949238
2020-04-22,90.8291456678455
2020-04-23,90.83918469061987
2020-04-24,90.82698471627265
2020-04-27,90.78124465983262
2020-04-28,90.83161051000471
2020-04-29,90.8824687188857
2020-04-30,90.8098619582299
2020-05-01,90.80701009925517
2020-05-04,90.83318792451284
2020-05-05,90.76798870215983
2020-05-06,90.7872807390642
2020-05-07,90.78227810270928
2020-05-08,90.79684954086599
2020-05-11,90.78664232227514
2020-05-12,90.79059111354807
2020-05-13,90.77005683265546
2020-05-14,90.76517802670679
2020-05-15,90.75323749427055
2020-05-18,90.77355156317918
2020-05-19,90.73067895719771
2020-05-20,90.70002146820994
2020-05-21,90.684695675954
2020-05-22,90.664824699472
2020-05-25,90.6532245577735
2020-05-26,90.61722885021263
2020-05-27,90.55146910150847
2020-05-28,90.52691504117026
2020-05-29,90.52342910595485
2020-06-01,90.51747908100822
2020-06-02,90.4683980996519
2020-06-03,90.47605359663035
2020-06-04,90.47052583229292
2020-06-05,90.49536782564674
2020-06-08,90.50536244067825
2020-06-09,90.46823702748581
2020-06-10,90.46511415962996
2020-06-11,90.38241319051643
2020-06-12,90.41219046757072
2020-06-15,90.37589666855986
2020-06-16,90.37089658286732
2020-06-17,90.36319526633044
2020-06-18,90.35667891472153
2020-06-19,90.3775280937508
2020-06-22,90.40395984435075
2020-06-23,90.39580618274667
2020-06-24,90.36424567207385
2020-06-25,90.36734803412075
2020-06-26,90.31762274332084
2020-06-29,90.33931076113679
2020-06-30,90.32808376242374
2020-07-01,90.32698515439324
2020-07-02,90.30917239010208
2020-07-03,90.30072758862762
2020-07-06,90.29638473777706
2020-07-07,90.28962706364882
2020-07-08,90.299786857561
2020-07-09,90.29405769587162
2020-07-10,90.28736289833734
2020-07-13,90.28400689224458
2020-07-14,90.2880078512942
2020-07-15,90.27329209626629
2020-07-16,90.34116250893514
2020-07-17,90.30673410654332
2020-07-20,90.27814383212285
2020-07-21,90.26376678283738
2020-07-22,90.27343131009535
2020-07-23,90.28756278458377
2020-07-24,90.27216975654248
2020-07-27,90.27444871495481
2020-07-28,90.30479702211287
2020-07-29,90.29892072767633
2020-07-30,90.28600625276843
2020-07-31,90.27175491842571
2020-08-03,90.23941985088456
2020-08-04,90.2075975881243
2020-08-05,90.20620208491412
2020-08-06,90.2245259393592
2020-08-07,90.22686839800608
2020-08-10,90.2193399804021
2020-08-11,90.20234829122812
2020-08-12,90.2003828435823
2020-08-13,90.2259834336907
2020-08-14,90.19282686857005
2020-08-17,90.20341450121707
2020-08-18,90.19182518054416
2020-08-19,90.22552764265988
2020-08-20,90.21434249231413
2020-08-21,90.225593427336
2020-08-24,90.21512635112276
2020-08-25,90.20004853360982
2020-08-26,90.18966963452371
2020-08-27,90.17844237519841
2020-08-28,90.17531808376458
2020-08-31,90.15973028669701
2020-09-01,90.15081976918916
2020-09-02,90.12719979501934
2020-09-03,90.1217452690974
2020-09-04,90.09612000429897
2020-09-07,90.06043952288954
2020-09-08,90.06088445103767
2020-09-09,90.00384563008839
2020-09-10,89.99767961707997
2020-09-11,90.00383834363961
2020-09-14,89.97880790166268
2020-09-15,89.95915906045956
2020-09-16,89.9764311270792
2020-09-17,89.95081054254133
2020-09-18,89.94061807454851
2020-09-21,89.97717093867031
2020-09-22,89.96564860497118
2020-09-23,89.95698918041775
2020-09-24,89.97417910766842
2020-09-25,89.98179579238254
2020-09-28,89.94650070355569
2020-09-29,89.93846687821228
2020-09-30,89.9541329668643
2020-10-01,89.91374561070002
2020-10-02,89.93795098316471
2020-10-05,89.9351380573806
2020-10-06,89.92903243274834
2020-10-07,89.94193818224907
2020-10-08,89.94956660705583
2020-10-09,89.9373961719644
2020-10-12,89.9042315730626
2020-10-13,89.88731954698676
2020-10-14,89.88415018050515
2020-10-15,89.81661288556998
2020-10-16,89.80361727408716
2020-10-19,89.79620876236936
2020-10-21,89.78174278943996
2020-10-22,89.76417041178738
2020-10-23,89.7582636672546
2020-10-26,89.73330482860277
2020-10-27,89.70031342723684
2020-10-28,89.69238520653478
2020-10-29,89.64817603723002
2020-10-30,89.60820995793804
2020-11-02,89.6026218678608
2020-11-03,89.53883128695162
2020-11-04,89.4943912317458
2020-11-05,89.46698299979987
2020-11-06,89.46680519830463
2020-11-09,89.6498447596467
2020-11-10,89.58615570135369
2020-11-11,89.54442214713644
2020-11-12,89.54639622220017
2020-11-13,89.54150022625086
2020-11-16,89.5044005202542
2020-11-17,89.58819345857812
2020-11-18,89.57538204258448
2020-11-19,89.5501888318441
2020-11-20,89.54924307241005
2020-11-23,89.53476747594583
2020-11-24,89.51740621554852
2020-11-25,89.51113046809519
2020-11-26,89.51748429188534
2020-11-27,89.48940832821478
2020-11-30,89.48142768752567
2020-12-01,89.48372858585839
2020-12-02,89.45337737878803
2020-12-03,89.47239768039334
2020-12-04,89.44737356623531
2020-12-07,89.51031374289184
2020-12-08,89.43845015042233
2020-12-09,89.40934738896479
2020-12-10,89.40562125600144
2020-12-11,89.40441041944845
2020-12-14,89.40509560496629
2020-12-15,89.40555083208761
2020-12-16,89.38021073535222
2020-12-17,89.3832781766019
2020-12-18,89.35409232941011
2020-12-21,89.35567941879796
2020-12-22,89.33180745132188
2020-12-23,89.32855690410454
2020-12-24,89.34382645793171
2020-12-25,89.35602973462166
2020-12-28,89.31397744003044
2020-12-29,89.3705055283782
2020-12-30,89.35772336216394
2020-12-31,89.37875173710687
2021-01-01,89.37093894528823
2021-01-04,89.33261086339843
2021-01-05,89.34219301776646
2021-01-06,89.25271528750739
2021-01-07,89.25139484813644
2021-01-08,89.2777572809953
2021-01-11,89.28609423681637
2021-01-12,89.28663160550757
2021-01-13,89.29340332563811
2021-01-14,89.31175300982682
2021-01-15,89.30273925450453
2021-01-18,89.31242147991412
2021-01-19,89.32621779092106
2021-01-20,89.31085279591174
2021-01-21,89.28895199638006
2021-01-22,89.29129509467441
2021-01-25,89.28657615688516
2021-01-26,89.2634016201308
2021-01-27,89.22706615952973
2021-01-28,89.20763962809446
2021-01-29,89.1634468106777
2021-02-01,89.129878808327
2021-02-02,89.12833430521208
2021-02-03,89.13663030300384
2021-02-04,89.11903227495178
2021-02-05,89.11754806763771
2021-02-08,88.93978587258351
2021-02-09,88.96109143631665
2021-02-10,88.9710113164871
2021-02-11,88.99480760133501
2021-02-12,88.9714120380372
2021-02-15,89.02787214500826
2021-02-16,89.087056898504
2021-02-17,88.98497072186882
2021-02-18,88.94365419293452
2021-02-19,88.84660234467229
2021-02-22,87.12351166001957
2021-02-23,86.97181198972217
2021-02-24,86.7590787614434
2021-02-25,83.74105851920666
2021-02-26,84.08308329871413
2021-03-01,82.80711951605963
2021-03-02,83.12100986980116
2021-03-03,82.28278325547062
2021-03-04,81.99427653111236
2021-03-05,82.29341371052732
2021-03-08,81.6995985418852
2021-03-09,79.77716658933439
2021-03-10,79.79330962505544
2021-03-11,79.74735095046137
2021-03-12,79.54518366127225
2021-03-15,79.69476003899231
2021-03-16,79.83120358227266
2021-03-17,79.4381027916836
2021-03-18,79.36097957984946
2021-03-19,79.41263400291734
2021-03-22,78.1471035829393
2021-03-23,77.8883143137737
2021-03-24,77.90750539945292
2021-03-25,77.9888053746065
2021-03-26,77.82015112633992
2021-03-29,77.77793040829528
2021-03-30,77.94833628615322
2021-03-31,77.47408190709452
2021-04-01,77.47771506808935
2021-04-02,77.91523877989582
2021-04-05,78.12588444168945
2021-04-06,76.43700867169842
2021-04-07,76.49382242184691
2021-04-08,76.43455214336335
2021-04-09,76.50818802395575
2021-04-12,76.60252191235844
2021-04-13,76.56770533363118
2021-04-14,76.35628614267843
2021-04-15,76.43594973546278
2021-04-16,76.45503702803647
2021-04-19,75.88348855405374
2021-04-20,75.87110769069974
2021-04-21,75.95715637331992
2021-04-22,75.98018249001711
2021-04-23,76.09654763328786
2021-04-26,76.11166605845486
2021-04-27,76.17373571366981
2021-04-28,76.18267153893461
2021-04-29,76.133017359714
2021-04-30,76.22867323944988
2021-05-03,74.94531450168311
2021-05-04,74.91390657715704
2021-05-05,74.84020480213867
2021-05-06,74.94123687114661
2021-05-07,74.85599123365793
2021-05-10,74.88152733333055
2021-05-11,74.73645428522431
2021-05-12,74.84045041716296
2021-05-13,74.85133033467987
2021-05-14,74.79282255541278
2021-05-17,74.89789055520673
2021-05-18,74.67305065471092
2021-05-19,74.76043833573111
2021-05-20,74.58610562333057
2021-05-21,74.04018413634607
2021-05-24,74.0622527631228
2021-05-25,74.09922370265475
2021-05-26,74.21744803915061
2021-05-27,73.335407913125
2021-05-28,73.44927544693884
2021-05-31,73.63830114524633
2021-06-01,72.84813995280474
2021-06-02,72.8468340008057
2021-06-03,72.96764877542368
2021-06-04,72.94087065605875
2021-06-07,72.85884099160658
2021-06-08,72.9834990764513
2021-06-09,72.59220733766097
2021-06-10,72.80861851478481
2021-06-11,72.88051370912338
2021-06-14,72.89636350067158
2021-06-15,73.00050460809297
2021-06-16,72.92181665906656
2021-06-17,72.79487148409162
2021-06-18,72.83507163104957
2021-06-21,72.85352679346802
2021-06-22,72.85258096994824
2021-06-23,72.84545228726577
2021-06-24,72.87681583482039
2021-06-25,72.82904102607196
2021-06-28,72.9115135104732
2021-06-29,72.9243290757062
2021-06-30,73.00751820927596
2021-07-01,72.98899390981923
2021-07-02,73.04175927148636
2021-07-05,73.12114754174812
2021-07-06,73.13048451922853
2021-07-07,73.15003179155852
2021-07-08,73.2630598895472
2021-07-09,73.34035647948632
2021-07-12,73.30761423507323
2021-07-13,73.33742160625827
2021-07-14,73.2740677192335
2021-07-15,72.97590703342807
