date,lambda1_scaled,density
2017-06-21,0.49393958859203835,0.38596491228070173
2017-06-22,0.4955173933216592,0.38596491228070173
2017-06-23,0.4995860040862451,0.391812865497076
2017-06-26,0.5020291419267087,0.39766081871345027
2017-06-27,0.5019424097710861,0.391812865497076
2017-06-28,0.5027310443507963,0.38596491228070173
2017-06-29,0.5108553758548126,0.391812865497076
2017-06-30,0.5098961674005448,0.391812865497076
2017-07-03,0.514940263801269,0.39766081871345027
2017-07-04,0.5132052354745569,0.39766081871345027
2017-07-05,0.512698737120199,0.38596491228070173
2017-07-06,0.5124423523743951,0.38596491228070173
2017-07-07,0.5112215717388782,0.38596491228070173
2017-07-10,0.512705183087262,0.38596491228070173
2017-07-11,0.5093252837817471,0.391812865497076
2017-07-12,0.5196807262391527,0.39766081871345027
2017-07-13,0.5210212881029486,0.40350877192982454
2017-07-14,0.5209095906758943,0.39766081871345027
2017-07-17,0.4753205839072888,0.3391812865497076
2017-07-18,0.47758263035552156,0.3391812865497076
2017-07-19,0.47688492501524754,0.3391812865497076
2017-07-20,0.47082032423914066,0.3333333333333333
2017-07-21,0.48027664476154747,0.36257309941520466
2017-07-24,0.47745320846813266,0.36257309941520466
2017-07-25,0.4684064878257792,0.3567251461988304
2017-07-26,0.4713425465217697,0.3684210526315789
2017-07-27,0.46584207069204164,0.3567251461988304
2017-07-28,0.4618190652556258,0.3508771929824561
2017-07-31,0.4617073971081929,0.34502923976608185
2017-08-01,0.46386552355888094,0.3508771929824561
2017-08-02,0.4653792089463414,0.3508771929824561
2017-08-03,0.46675366260223833,0.3508771929824561
2017-08-04,0.4722381747688782,0.3567251461988304
2017-08-07,0.47188189027960376,0.3684210526315789
2017-08-08,0.47518019272914797,0.3742690058479532
2017-08-09,0.4700684630823144,0.3567251461988304
2017-08-10,0.4720388841084565,0.3508771929824561
2017-08-11,0.4685513524986092,0.3333333333333333
2017-08-14,0.48436808612059434,0.3684210526315789
2017-08-15,0.48535928681506846,0.3684210526315789
2017-08-16,0.49270596806669975,0.38596491228070173
2017-08-17,0.49611369940875466,0.40350877192982454
2017-08-18,0.5008272896751707,0.40350877192982454
2017-08-21,0.5030793514339372,0.40350877192982454
2017-08-22,0.5106190232907398,0.42105263157894735
2017-08-23,0.5127102278032093,0.4327485380116959
2017-08-24,0.5114026799194115,0.4269005847953216
2017-08-25,0.5105014487285258,0.4327485380116959
2017-08-28,0.508218732337134,0.43859649122807015
2017-08-29,0.5230136750116031,0.4444444444444444
2017-08-30,0.5263055131976376,0.4444444444444444
2017-08-31,0.5332562886791107,0.4502923976608187
2017-09-01,0.5330769768992557,0.45614035087719296
2017-09-04,0.5356045466426247,0.45614035087719296
2017-09-05,0.5343606002506626,0.45614035087719296
2017-09-06,0.5347453673764498,0.45614035087719296
2017-09-07,0.5293043137761283,0.4502923976608187
2017-09-08,0.5295176806256001,0.4502923976608187
2017-09-11,0.5290063580539306,0.45614035087719296
2017-09-12,0.5293216933231734,0.4502923976608187
2017-09-13,0.5317666970857053,0.4502923976608187
2017-09-14,0.5288060213333862,0.4502923976608187
2017-09-15,0.5307580773870523,0.4502923976608187
2017-09-18,0.5288130990237229,0.4502923976608187
2017-09-19,0.5296305237829448,0.4502923976608187
2017-09-20,0.5324966031526772,0.4502923976608187
2017-09-21,0.5238917627629052,0.45614035087719296
2017-09-22,0.5249406751118125,0.4502923976608187
2017-09-25,0.5161009741583172,0.4502923976608187
2017-09-26,0.5162731658449328,0.4502923976608187
2017-09-27,0.5161372167194902,0.45614035087719296
2017-09-28,0.5171009542625054,0.45614035087719296
2017-09-29,0.519426482369925,0.45614035087719296
2017-10-02,0.5125538139961155,0.4502923976608187
2017-10-03,0.5119209266054191,0.4502923976608187
2017-10-04,0.491500244799822,0.43859649122807015
2017-10-05,0.48966854967349493,0.4269005847953216
2017-10-06,0.48930334936392716,0.4327485380116959
2017-10-09,0.4903006675727068,0.4327485380116959
2017-10-10,0.4866194330712097,0.4327485380116959
2017-10-11,0.4873873977729664,0.4327485380116959
2017-10-12,0.49090517365085234,0.4444444444444444
2017-10-13,0.48085511202069403,0.42105263157894735
2017-10-16,0.4826048354931285,0.4269005847953216
2017-10-17,0.48988687022322885,0.4269005847953216
2017-10-18,0.48964800210174064,0.4269005847953216
2017-10-19,0.4972563386935954,0.4327485380116959
2017-10-20,0.49016443821864913,0.42105263157894735
2017-10-23,0.49011565970332144,0.42105263157894735
2017-10-24,0.4824982230342231,0.4093567251461988
2017-10-25,0.47841198558596215,0.39766081871345027
2017-10-26,0.46298938738759826,0.36257309941520466
2017-10-27,0.45424520064182944,0.34502923976608185
2017-10-30,0.451137725170217,0.32748538011695905
2017-10-31,0.4475068838255414,0.3157894736842105
2017-11-01,0.4377511592554515,0.2982456140350877
2017-11-02,0.4247979005931601,0.2807017543859649
2017-11-03,0.4046290214968278,0.23976608187134502
2017-11-06,0.38795817222636586,0.19883040935672514
2017-11-07,0.3956621578678304,0.2046783625730994
2017-11-08,0.38577161406624727,0.19298245614035087
2017-11-09,0.3915079403855206,0.19298245614035087
2017-11-10,0.3885585584719675,0.18128654970760233
2017-11-13,0.3939673732751539,0.18128654970760233
2017-11-14,0.38536656015468296,0.18128654970760233
2017-11-15,0.3900610140726413,0.19298245614035087
2017-11-16,0.3909109874947525,0.2046783625730994
2017-11-17,0.3896875068565095,0.2046783625730994
2017-11-20,0.3923829433376369,0.19883040935672514
2017-11-21,0.3727141809607391,0.16374269005847952
2017-11-22,0.3646039306414465,0.15789473684210525
2017-11-23,0.35758053263566486,0.14619883040935672
2017-11-24,0.35068708491711326,0.14619883040935672
2017-11-27,0.3487146894408064,0.14619883040935672
2017-11-28,0.3513529896456936,0.14619883040935672
2017-11-29,0.34880700075961274,0.14035087719298245
2017-11-30,0.3522372195071223,0.14035087719298245
2017-12-04,0.3624778996734104,0.15789473684210525
2017-12-05,0.34389634998717816,0.1286549707602339
2017-12-06,0.34181992720314985,0.1286549707602339
2017-12-07,0.34146950586100716,0.13450292397660818
2017-12-08,0.3474086733289904,0.14619883040935672
2017-12-11,0.34073495008221566,0.13450292397660818
2017-12-12,0.3408645868223874,0.13450292397660818
2017-12-13,0.34190076173821293,0.13450292397660818
2017-12-14,0.34507129549802346,0.14035087719298245
2017-12-15,0.34336417564996446,0.13450292397660818
2017-12-18,0.3635141088105105,0.16374269005847952
2017-12-19,0.3625068072985979,0.15204678362573099
2017-12-20,0.36569483244546097,0.15789473684210525
2017-12-21,0.3674217642179981,0.1695906432748538
2017-12-22,0.3667302452592695,0.1695906432748538
2017-12-25,0.36357089206688475,0.1695906432748538
2017-12-26,0.3651724628858778,0.1695906432748538
2017-12-27,0.36387340764802406,0.16374269005847952
2017-12-28,0.36693975794571965,0.1695906432748538
2017-12-29,0.36559265847406325,0.15789473684210525
2018-01-01,0.3654630634119086,0.15789473684210525
2018-01-02,0.3635767547062153,0.15789473684210525
2018-01-03,0.3702125665060559,0.15789473684210525
2018-01-04,0.39766492107953194,0.19298245614035087
2018-01-05,0.40136787008057123,0.19298245614035087
2018-01-08,0.40252714288334945,0.19883040935672514
2018-01-09,0.4019244744416803,0.2046783625730994
2018-01-10,0.3976699549989891,0.19298245614035087
2018-01-11,0.3952031364182787,0.19298245614035087
2018-01-12,0.39302792023043576,0.1871345029239766
2018-01-15,0.39466346545355624,0.1871345029239766
2018-01-16,0.3946846612855845,0.19298245614035087
2018-01-17,0.3964017174806978,0.19298245614035087
2018-01-18,0.39536424355675126,0.19883040935672514
2018-01-19,0.41063488279613003,0.23976608187134502
2018-01-22,0.4178196756066698,0.2573099415204678
2018-01-23,0.4239849576512998,0.26900584795321636
2018-01-24,0.4345641368965886,0.26900584795321636
2018-01-25,0.4369549262717527,0.26900584795321636
2018-01-26,0.43946283177000384,0.30409356725146197
2018-01-29,0.44665448570549937,0.2982456140350877
2018-01-30,0.46379179344142757,0.34502923976608185
2018-01-31,0.46340227047621224,0.34502923976608185
2018-02-01,0.44987201753680195,0.3157894736842105
2018-02-02,0.460859602778569,0.34502923976608185
2018-02-05,0.4786364476894599,0.3742690058479532
2018-02-06,0.5529571206916392,0.47368421052631576
2018-02-07,0.5896905659667581,0.5321637426900585
2018-02-08,0.603462624556372,0.5847953216374269
2018-02-09,0.6189690782741405,0.5964912280701754
2018-02-12,0.6295189264428448,0.6023391812865497
2018-02-13,0.6267516005240819,0.5906432748538012
2018-02-14,0.6224961844674125,0.5906432748538012
2018-02-15,0.6235490559587032,0.5906432748538012
2018-02-16,0.627766717547306,0.6081871345029239
2018-02-19,0.6297498372442003,0.6081871345029239
2018-02-20,0.6282691095043361,0.6140350877192983
2018-02-21,0.6255675924443701,0.6023391812865497
2018-02-22,0.6298804521822396,0.6374269005847953
2018-02-23,0.6278623914079325,0.6198830409356725
2018-02-26,0.6296667150775718,0.6198830409356725
2018-02-27,0.6301842111490905,0.6140350877192983
2018-02-28,0.6272596075600131,0.6140350877192983
2018-03-01,0.6326661014025601,0.6432748538011696
2018-03-02,0.6406391121925102,0.6608187134502924
2018-03-05,0.6392026368038697,0.6374269005847953
2018-03-06,0.6376110288331415,0.6432748538011696
2018-03-07,0.6382427522092655,0.6491228070175439
2018-03-08,0.6401333038352088,0.672514619883041
2018-03-09,0.6416182215629064,0.672514619883041
2018-03-12,0.6406362188035881,0.6432748538011696
2018-03-13,0.6417316977297504,0.6608187134502924
2018-03-14,0.6407863671406901,0.6666666666666666
2018-03-15,0.6391384209917211,0.6608187134502924
2018-03-16,0.6366482904786144,0.6549707602339181
2018-03-19,0.6383007741202851,0.6666666666666666
2018-03-20,0.6344851745920038,0.672514619883041
2018-03-21,0.6341286552677606,0.672514619883041
2018-03-22,0.6468636501285472,0.7076023391812866
2018-03-23,0.6476319769692345,0.7076023391812866
2018-03-26,0.6459875547625623,0.7017543859649122
2018-03-27,0.6502965984765923,0.7017543859649122
2018-03-28,0.645587011311668,0.695906432748538
2018-03-29,0.6354284347706863,0.6549707602339181
2018-03-30,0.6350906558283844,0.6432748538011696
2018-04-02,0.6355010147662726,0.6549707602339181
2018-04-03,0.6306288284482029,0.6257309941520468
2018-04-04,0.6330113502543128,0.6491228070175439
2018-04-05,0.6583575751829184,0.7426900584795322
2018-04-06,0.6566128379817966,0.7368421052631579
2018-04-09,0.6527815979631203,0.7368421052631579
2018-04-10,0.6534002117881837,0.7309941520467836
2018-04-11,0.6550493361855515,0.7368421052631579
2018-04-12,0.655878936293181,0.7543859649122807
2018-04-13,0.6546088538116065,0.7543859649122807
2018-04-16,0.6526449445048942,0.7309941520467836
2018-04-17,0.6538318384130941,0.7368421052631579
2018-04-18,0.656131159260504,0.7543859649122807
2018-04-19,0.6591652222054518,0.7426900584795322
2018-04-20,0.6571936860779429,0.7485380116959064
2018-04-23,0.6579271777220767,0.7485380116959064
2018-04-24,0.6528464169368385,0.7368421052631579
2018-04-25,0.651895781003896,0.7192982456140351
2018-04-26,0.6551687814974103,0.7134502923976608
2018-04-27,0.6505930431781182,0.6842105263157895
2018-04-30,0.6472919468648112,0.6783625730994152
2018-05-01,0.6090601733290925,0.5906432748538012
2018-05-02,0.5832741865773579,0.5555555555555556
2018-05-03,0.5702077831510678,0.52046783625731
2018-05-04,0.5525754545192326,0.4678362573099415
2018-05-07,0.5428672311319067,0.47368421052631576
2018-05-08,0.5394526437133059,0.47953216374269003
2018-05-09,0.5365883851430037,0.4619883040935672
2018-05-10,0.5355716263882533,0.4619883040935672
2018-05-11,0.5268260090963148,0.4502923976608187
2018-05-14,0.519822648956751,0.4152046783625731
2018-05-15,0.5186041606318739,0.4093567251461988
2018-05-16,0.5159498636322413,0.4093567251461988
2018-05-17,0.5177892248480415,0.4093567251461988
2018-05-18,0.5190140410742574,0.4093567251461988
2018-05-21,0.5144798916673872,0.4269005847953216
2018-05-22,0.5140844676356428,0.4152046783625731
2018-05-23,0.5280048591368859,0.4444444444444444
2018-05-24,0.5226400988593097,0.4502923976608187
2018-05-25,0.5017827671310605,0.4093567251461988
2018-05-28,0.5051115223705792,0.4269005847953216
2018-05-29,0.5194567003549648,0.4327485380116959
2018-05-30,0.515599337371668,0.4327485380116959
2018-05-31,0.5093602387154311,0.4327485380116959
2018-06-01,0.5143889654829474,0.43859649122807015
2018-06-04,0.5131613144716702,0.43859649122807015
2018-06-05,0.5080918018754577,0.4269005847953216
2018-06-06,0.5074982109095467,0.4269005847953216
2018-06-07,0.5064574213299425,0.42105263157894735
2018-06-08,0.5103696478576564,0.4327485380116959
2018-06-11,0.4988841006736463,0.4152046783625731
2018-06-12,0.4995453891189962,0.4093567251461988
2018-06-13,0.5011227138325831,0.4093567251461988
2018-06-14,0.48089557949834566,0.3567251461988304
2018-06-15,0.4903387047113056,0.38596491228070173
2018-06-18,0.4902405839032556,0.39766081871345027
2018-06-19,0.48597938292884035,0.40350877192982454
2018-06-20,0.48741879265665355,0.40350877192982454
2018-06-21,0.49206949268696315,0.4093567251461988
2018-06-22,0.49231952594081035,0.4093567251461988
2018-06-25,0.5008042935330235,0.4152046783625731
2018-06-26,0.5049904422784832,0.4269005847953216
2018-06-27,0.5059952459682583,0.4269005847953216
2018-06-28,0.4700053527318309,0.3742690058479532
2018-06-29,0.4712169453528105,0.36257309941520466
2018-07-02,0.48155910995585577,0.38011695906432746
2018-07-03,0.47991279519786767,0.38596491228070173
2018-07-04,0.47539237690618075,0.38596491228070173
2018-07-05,0.4727953863468601,0.38596491228070173
2018-07-06,0.4718076340287675,0.38011695906432746
2018-07-09,0.47588685964485206,0.38596491228070173
2018-07-10,0.4752163767320803,0.38011695906432746
2018-07-11,0.48215649645681663,0.38011695906432746
2018-07-12,0.48121102813293587,0.3684210526315789
2018-07-13,0.4802509182337349,0.3684210526315789
2018-07-16,0.4784360099036526,0.3684210526315789
2018-07-17,0.47953017182070756,0.3684210526315789
2018-07-18,0.4767048621565813,0.3567251461988304
2018-07-19,0.47313274980595493,0.36257309941520466
2018-07-20,0.47079511140751723,0.3684210526315789
2018-07-23,0.4695289294200988,0.3684210526315789
2018-07-24,0.4718967656801105,0.3508771929824561
2018-07-25,0.47309544553056343,0.3567251461988304
2018-07-26,0.47140955113153227,0.3333333333333333
2018-07-27,0.4744183160713663,0.3391812865497076
2018-07-30,0.4754110365000594,0.3333333333333333
2018-07-31,0.47744914002469924,0.3567251461988304
2018-08-01,0.47618221836229163,0.34502923976608185
2018-08-02,0.4804421851105956,0.3567251461988304
2018-08-03,0.48542222060682577,0.36257309941520466
2018-08-06,0.48945535155110587,0.38011695906432746
2018-08-07,0.4939789119418859,0.38011695906432746
2018-08-08,0.4948953958408245,0.391812865497076
2018-08-09,0.4910594912240673,0.38011695906432746
2018-08-10,0.5068237693687747,0.42105263157894735
2018-08-13,0.5111470933731476,0.42105263157894735
2018-08-14,0.5113805788463353,0.4269005847953216
2018-08-15,0.5019099442708674,0.4093567251461988
2018-08-16,0.4984015552456763,0.38596491228070173
2018-08-17,0.5007320089137011,0.40350877192982454
2018-08-20,0.503917785596547,0.38596491228070173
2018-08-21,0.49039892298118426,0.38011695906432746
2018-08-22,0.4925208997643211,0.38011695906432746
2018-08-23,0.49643154394491884,0.391812865497076
2018-08-24,0.4893450021260626,0.3742690058479532
2018-08-27,0.49532446195564434,0.39766081871345027
2018-08-28,0.4974063573010531,0.39766081871345027
2018-08-29,0.49764556010824745,0.39766081871345027
2018-08-30,0.5017853669582032,0.4093567251461988
2018-08-31,0.5072161450755691,0.4093567251461988
2018-09-03,0.510300330435768,0.4269005847953216
2018-09-04,0.5097557989136172,0.4327485380116959
2018-09-05,0.5175389072764182,0.4327485380116959
2018-09-06,0.5143837442751638,0.4327485380116959
2018-09-07,0.506508049840576,0.4152046783625731
2018-09-10,0.5058418176837506,0.391812865497076
2018-09-11,0.5023429475165889,0.391812865497076
2018-09-12,0.5011468886379131,0.38596491228070173
2018-09-13,0.49792521150564784,0.38596491228070173
2018-09-14,0.49603673200260934,0.38596491228070173
2018-09-17,0.4794238697941958,0.3684210526315789
2018-09-18,0.4822707754638779,0.3508771929824561
2018-09-19,0.47990060057137696,0.3508771929824561
2018-09-20,0.47161730796818513,0.3216374269005848
2018-09-21,0.4637611048887496,0.3157894736842105
2018-09-24,0.4489294880846386,0.2982456140350877
2018-09-25,0.4482766212061442,0.29239766081871343
2018-09-26,0.4525227622143837,0.29239766081871343
2018-09-27,0.45419469485552233,0.26900584795321636
2018-09-28,0.46502148036044505,0.3216374269005848
2018-10-01,0.46076175140849934,0.28654970760233917
2018-10-02,0.4586955974854814,0.2807017543859649
2018-10-03,0.44048687792882757,0.2631578947368421
2018-10-04,0.44124879116799115,0.2807017543859649
2018-10-05,0.4535969827084499,0.30994152046783624
2018-10-08,0.47013789512089177,0.36257309941520466
2018-10-09,0.4696519045191893,0.3684210526315789
2018-10-10,0.49624445145973983,0.4269005847953216
2018-10-11,0.5300791818085215,0.4502923976608187
2018-10-12,0.5287641071361833,0.4502923976608187
2018-10-15,0.5305201601940155,0.4502923976608187
2018-10-16,0.5467166540717486,0.47953216374269003
2018-10-17,0.5440656088306798,0.4853801169590643
2018-10-18,0.5449819264285534,0.47368421052631576
2018-10-19,0.5404239622670277,0.4502923976608187
2018-10-22,0.5384105785576878,0.4502923976608187
2018-10-23,0.553483850208868,0.4853801169590643
2018-10-24,0.5524754288340707,0.47953216374269003
2018-10-25,0.5459974688634166,0.47953216374269003
2018-10-26,0.5374592696400179,0.4619883040935672
2018-10-29,0.5423115474605738,0.49122807017543857
2018-10-30,0.5374574216712734,0.47953216374269003
2018-10-31,0.5482555704753193,0.49707602339181284
2018-11-01,0.5459631066562849,0.49707602339181284
2018-11-02,0.5350369475802332,0.47953216374269003
2018-11-05,0.5323424760284913,0.4853801169590643
2018-11-06,0.5316480452799218,0.4853801169590643
2018-11-07,0.5382526294078968,0.49707602339181284
2018-11-08,0.5393593537369251,0.5087719298245614
2018-11-09,0.5397855690429344,0.52046783625731
2018-11-12,0.5394417828450637,0.5146198830409356
2018-11-13,0.5334120187027026,0.49707602339181284
2018-11-14,0.5310836328912759,0.5029239766081871
2018-11-15,0.5286636063626827,0.49707602339181284
2018-11-16,0.5252013050943817,0.49707602339181284
2018-11-19,0.5211520699288844,0.4853801169590643
2018-11-20,0.5382294107171696,0.5087719298245614
2018-11-21,0.5517458066865174,0.5380116959064327
2018-11-22,0.5530999151175792,0.5321637426900585
2018-11-23,0.5480977696514632,0.52046783625731
2018-11-26,0.5502595702214,0.5087719298245614
2018-11-27,0.5515691813088175,0.5029239766081871
2018-11-28,0.5476138446681141,0.49707602339181284
2018-11-29,0.5518489789160628,0.5029239766081871
2018-11-30,0.5515261684315561,0.5029239766081871
2018-12-03,0.5655656636836172,0.5146198830409356
2018-12-04,0.5654448966483856,0.5087719298245614
2018-12-05,0.5689804204542709,0.543859649122807
2018-12-06,0.5998233113855863,0.5730994152046783
2018-12-07,0.5969692008755124,0.5672514619883041
2018-12-10,0.6080679584964147,0.5906432748538012
2018-12-11,0.6082994466437589,0.5964912280701754
2018-12-12,0.6137519111328517,0.5847953216374269
2018-12-13,0.6127009458374624,0.5964912280701754
2018-12-14,0.6157286681459088,0.5964912280701754
2018-12-17,0.6189860725546907,0.6023391812865497
2018-12-18,0.6172888350771186,0.6081871345029239
2018-12-19,0.6015555580384836,0.6023391812865497
2018-12-20,0.6080293333463092,0.5964912280701754
2018-12-21,0.6100487839040267,0.5964912280701754
2018-12-24,0.6096315296989534,0.5964912280701754
2018-12-25,0.6111961406870234,0.5964912280701754
2018-12-26,0.6147609783121403,0.6023391812865497
2018-12-27,0.6179021005834621,0.6140350877192983
2018-12-28,0.6263914662637275,0.6257309941520468
2018-12-31,0.6213395572350174,0.6198830409356725
2019-01-01,0.6238173437172726,0.6257309941520468
2019-01-02,0.6144777403195413,0.6198830409356725
2019-01-03,0.5988689522981985,0.6023391812865497
2019-01-04,0.6155476284457524,0.6257309941520468
2019-01-07,0.6149029281673078,0.6257309941520468
2019-01-08,0.6088051117223884,0.6198830409356725
2019-01-09,0.6107699543534523,0.6081871345029239
2019-01-10,0.6106027828770528,0.6140350877192983
2019-01-11,0.6123618726240512,0.6198830409356725
2019-01-14,0.615072171507504,0.6198830409356725
2019-01-15,0.6069764682228792,0.5906432748538012
2019-01-16,0.6106596817346517,0.6140350877192983
2019-01-17,0.61246475932779,0.6140350877192983
2019-01-18,0.6195851823006614,0.6023391812865497
2019-01-21,0.6182405920071313,0.6023391812865497
2019-01-22,0.6183199292458215,0.5847953216374269
2019-01-23,0.6152342824572979,0.5555555555555556
2019-01-24,0.6184028282037354,0.5964912280701754
2019-01-25,0.6202727516531068,0.5906432748538012
2019-01-28,0.6225745417808884,0.5847953216374269
2019-01-29,0.622877865593006,0.5964912280701754
2019-01-30,0.6161550904389711,0.5555555555555556
2019-01-31,0.6155368612186155,0.5555555555555556
2019-02-01,0.6149022414422726,0.5672514619883041
2019-02-04,0.6136400176387604,0.5497076023391813
2019-02-05,0.6200033558724058,0.5555555555555556
2019-02-06,0.6227225546638511,0.5847953216374269
2019-02-07,0.6295053601342149,0.5964912280701754
2019-02-08,0.6317063781064836,0.6140350877192983
2019-02-11,0.6311919776514152,0.6081871345029239
2019-02-12,0.6214555727920278,0.5730994152046783
2019-02-13,0.613902084870408,0.5497076023391813
2019-02-14,0.612402455758836,0.5555555555555556
2019-02-15,0.6169771806632411,0.5555555555555556
2019-02-18,0.6177023814900611,0.5614035087719298
2019-02-19,0.6183882928527662,0.5614035087719298
2019-02-20,0.6193925128356821,0.5614035087719298
2019-02-21,0.6174330513631389,0.5555555555555556
2019-02-22,0.6186723054386404,0.5614035087719298
2019-02-25,0.6137386944456601,0.5497076023391813
2019-02-26,0.6167350740959371,0.5672514619883041
2019-02-27,0.6167407680628424,0.5614035087719298
2019-02-28,0.584657743651721,0.5263157894736842
2019-03-01,0.5876873028991376,0.543859649122807
2019-03-04,0.571856193023342,0.5087719298245614
2019-03-05,0.5716813687131637,0.52046783625731
2019-03-06,0.5604238037876884,0.49707602339181284
2019-03-07,0.5675494986427733,0.5087719298245614
2019-03-08,0.5704375771948627,0.5146198830409356
2019-03-11,0.5628249781378819,0.49707602339181284
2019-03-12,0.564185109021316,0.5087719298245614
2019-03-13,0.5711683733344323,0.5087719298245614
2019-03-14,0.5521307691786482,0.49707602339181284
2019-03-15,0.5482082708696147,0.49122807017543857
2019-03-18,0.5509309209898454,0.49707602339181284
2019-03-19,0.5479313375089793,0.49122807017543857
2019-03-20,0.5488300976777726,0.49122807017543857
2019-03-21,0.5343355732772282,0.49122807017543857
2019-03-22,0.5398412039720478,0.49707602339181284
2019-03-25,0.5454209864148248,0.49707602339181284
2019-03-26,0.5447205938956412,0.49707602339181284
2019-03-27,0.5484668357139221,0.49707602339181284
2019-03-28,0.5529594498236742,0.49122807017543857
2019-03-29,0.5056685364110712,0.4619883040935672
2019-04-01,0.5187347510741823,0.4853801169590643
2019-04-02,0.5199568470087892,0.47953216374269003
2019-04-03,0.5237854789291785,0.4853801169590643
2019-04-04,0.5241461489989057,0.4853801169590643
2019-04-05,0.5221600019975475,0.47953216374269003
2019-04-08,0.5155027149637036,0.47368421052631576
2019-04-09,0.51835284333047,0.4619883040935672
2019-04-10,0.5188921888111938,0.47368421052631576
2019-04-11,0.5189023229867837,0.47368421052631576
2019-04-12,0.5065847544652397,0.43859649122807015
2019-04-15,0.5060983318584178,0.4327485380116959
2019-04-16,0.5064023373715835,0.4327485380116959
2019-04-17,0.5105238064548121,0.4619883040935672
2019-04-18,0.511606589278865,0.4619883040935672
2019-04-19,0.5150931076724153,0.47953216374269003
2019-04-22,0.5091341648554063,0.45614035087719296
2019-04-23,0.5058117386128165,0.43859649122807015
2019-04-24,0.5092416850620766,0.4678362573099415
2019-04-25,0.5118882858012913,0.4678362573099415
2019-04-26,0.513137727810856,0.4678362573099415
2019-04-29,0.5130947176432663,0.47368421052631576
2019-04-30,0.5013973068979971,0.43859649122807015
2019-05-01,0.505197517567175,0.45614035087719296
2019-05-02,0.4833079421653757,0.4093567251461988
2019-05-03,0.47753323669541775,0.38596491228070173
2019-05-06,0.4890462838025558,0.42105263157894735
2019-05-07,0.5011160384947423,0.4444444444444444
2019-05-08,0.5034243437664973,0.4619883040935672
2019-05-09,0.5317333122864675,0.49707602339181284
2019-05-10,0.5268723987597435,0.5087719298245614
2019-05-13,0.545581400309516,0.5380116959064327
2019-05-14,0.5458929893641183,0.543859649122807
2019-05-15,0.5438327592849573,0.543859649122807
2019-05-16,0.5543975187771579,0.543859649122807
2019-05-17,0.5555472855367506,0.5497076023391813
2019-05-20,0.5548112328106197,0.5497076023391813
