horizon,beta,theta,beta_se,theta_se,cov_bt,nobs,label,irf_0.0,se_0.0,ci90lo_0.0,ci90hi_0.0,ci95lo_0.0,ci95hi_0.0,irf_0.5,se_0.5,ci90lo_0.5,ci90hi_0.5,ci95lo_0.5,ci95hi_0.5,irf_0.9,se_0.9,ci90lo_0.9,ci90hi_0.9,ci95lo_0.9,ci95hi_0.9
-5,0.1269226010351305,-5.00859164874744,0.23703692151719016,3.739092348426289,-0.5639756206414902,2174,full,0.1269226010351305,0.23703692151719016,-0.2630031348606473,0.5168483369309084,-0.3376697651385622,0.5915149672088232,-2.3773732233385894,1.7284136596995123,-5.220613693544287,0.46586724686710834,-5.7650639963496335,1.0103175496724548,-4.380809882837565,3.2195477590736683,-9.67696594651375,0.9153461808386192,-10.691123490621955,1.9295037249468248
-4,0.809871012352633,-5.147648451077161,0.360226711049359,3.252102145318114,-0.587702605123641,2175,full,0.809871012352633,0.360226711049359,0.21729807267643753,1.4024439520288285,0.10382665869588947,1.5159153660093767,-1.7639532131859474,1.4785475200768716,-4.196163883712401,0.6682574573405065,-4.661906352536615,1.1339999261647207,-3.823012593616812,2.763800819276392,-8.369464941326477,0.723439754092853,-9.24006219939854,1.5940370121649163
-3,0.036450256551026836,5.227249463232479,0.5330728564980743,6.613846927210068,-1.184180151537088,2176,full,0.036450256551026836,0.5330728564980743,-0.8404545923883054,0.9133551054903591,-1.008372542185199,1.0812730552872525,2.6500749881672663,3.1679219234285814,-2.56115657587275,7.8613065522072825,-3.559051981752753,8.859201958087286,4.740974773460258,5.795209146405915,-4.792144272377471,14.274093819297988,-6.617635153495335,16.09958470041585
-2,0.054693951666632754,0.1210113927690557,0.2653661849089468,4.8647049258818384,-0.7036013130228365,2177,full,0.054693951666632754,0.2653661849089468,-0.38183342250858476,0.4912213258418503,-0.465423770754903,0.5748116740881685,0.1151996480511606,2.298511780053574,-3.6658522301369687,3.8962515262392903,-4.389883440853844,4.620282736956166,0.16360420515878288,4.239442605052018,-6.810278880151786,7.137487290469352,-8.145703300743172,8.472911711060739
-1,0.07168240282597788,-4.10958796775424,0.18371681199512216,4.103651498984887,-0.6664738866382136,2177,full,0.07168240282597788,0.18371681199512216,-0.2305317529059981,0.37389655855795384,-0.2884025486844615,0.4317673543364173,-1.983111581051142,1.8913664072970278,-5.094409321054753,1.1281861589524689,-5.6901897393533165,1.7239665772510322,-3.626946768152838,3.5319205720696503,-9.436956109207413,2.1830625729017368,-10.549511089409352,3.295617553103676
0,0.7760574733925745,2.6422254714670648,0.722932979257078,3.940180616107433,0.0560497651525619,2178,full,0.7760574733925745,0.722932979257078,-0.4131672774853188,1.9652822242704677,-0.6408911659512984,2.1930061127364473,2.097170209126107,2.1118564533455544,-1.3768336566273303,5.5711740748795435,-2.04206843943118,6.236408857683394,3.154060397712933,3.633013973643181,-2.8222475889300993,9.130368384355965,-3.9666469906277015,10.274767786053568
1,0.9880227183449324,2.7786391211748294,0.9279899802542448,6.132124688600664,-0.722988191569962,2177,full,0.9880227183449324,0.9279899802542448,-0.5385207991733003,2.514566235863165,-0.8308376429533875,2.806883079643252,2.377342278932347,3.0885134791706443,-2.703262394303363,7.457946952168057,-3.6761441402421156,8.43082869810681,3.488797927402279,5.478884808775271,-5.523967583033041,12.5015634378376,-7.249816297797251,14.22741215260181
2,-0.27430303766904957,4.834473131323334,0.3217257935508712,6.05191864400287,-1.5585543005693785,2176,full,-0.27430303766904957,0.3217257935508712,-0.8035419680602327,0.25493589272213363,-0.9048855930287572,0.35627951769065797,2.1429335279926174,2.77513657394982,-2.422166136154836,6.708033192140071,-3.296334156949029,7.5822012129342635,4.07672278052195,5.192777903670731,-4.465396871016401,12.618842432060301,-6.101121910672682,14.254567471716584
3,0.6053956906434039,3.26750587868798,0.6376105919455688,6.2775280966433105,-1.1331267859881822,2175,full,0.6053956906434039,0.6376105919455688,-0.44347373310705684,1.6542651143938647,-0.6443210695699109,1.8551124508567187,2.239148629987394,3.020804567000246,-2.730074882728011,7.208372142702799,-3.681628321333088,8.159925581307876,3.5461509814625862,5.503351691972889,-5.506862551832816,12.59916451475799,-7.240418334804275,14.332720297729448
4,0.8860009704537768,0.5910486913428047,1.01325111828807,5.011367817317645,-0.5443105903094512,2174,full,0.8860009704537768,1.01325111828807,-0.7807971191300982,2.5527990600376516,-1.0999712213908401,2.871973162298394,1.181525316125179,2.600157512250811,-3.0957337915274046,5.458784423777763,-3.91478340788641,6.277834040136768,1.417944792662301,4.515429410423454,-6.00993658748428,8.845826172808883,-7.432296851767669,10.26818643709227
5,0.15449817217668474,1.7584535129602665,0.44883627633898115,3.0483251301355057,0.12938057378995024,2173,full,0.15449817217668474,0.44883627633898115,-0.5838375024009393,0.8928338467543088,-0.7252209294477183,1.0342172738010877,1.033724928656818,1.6290813673668065,-1.6461139206615787,3.7135637779752146,-2.159274551382123,4.226724408695759,1.7371063338409247,2.8215404969594937,-2.9043277836574424,6.378540451339291,-3.7931130401996827,7.267325707881532
6,1.3852560967908127,-1.5232327706774553,0.8783671458511895,2.987997915681135,-0.10226920832770071,2172,full,1.3852560967908127,0.8783671458511895,-0.05965785813439406,2.8301700517160198,-0.33634350907751864,3.106855702659144,0.6236397114520851,1.7033180914355857,-2.1783185489594534,3.4255979718636236,-2.7148637477616626,3.9621431706658328,0.014346603181102813,2.796288758095969,-4.585548403886766,4.614241610248972,-5.466379362686997,5.495072569049203
7,-0.051144554916298546,-0.7752405212672956,0.31097946077985833,4.306717828247996,-0.8252786634397355,2171,full,-0.051144554916298546,0.31097946077985833,-0.5627057678991655,0.4604166580665684,-0.6606642980448209,0.5583751882122238,-0.43876481554994634,1.976963372099868,-3.690869562654229,2.813339931554337,-4.313613024865687,3.436083393765795,-0.7488610240568646,3.6925519058066354,-6.82310890910878,5.32538686099505,-7.98626275943787,6.4885407113241405
8,0.6355367197266776,-2.681008565390688,0.4666952232377863,2.306861254934646,-0.5552696060389971,2170,full,0.6355367197266776,0.4666952232377863,-0.13217692249948088,1.403250361952836,-0.2791859178193835,1.5502593572727386,-0.7049675629686664,0.9964622610684423,-2.344147982426254,0.9342128564889213,-2.6580335946628133,1.2480984687254804,-1.7773709891249418,1.878515985727265,-4.867529785646293,1.3127878073964094,-5.459262321150382,1.9045203429004975
9,0.8718509482224155,2.3072402634976905,0.8610385720684901,4.180959381128202,-0.2625608625483637,2169,full,0.8718509482224155,0.8610385720684901,-0.5445575028302507,2.2882593992750815,-0.8157846530318251,2.559486549476656,2.0254710799712607,2.202029040839916,-1.596866692210401,5.647808852152922,-2.290505840074974,6.341448000017495,2.948367185370337,3.798410083282776,-3.3000174016298294,9.196751772370504,-4.496516577863903,10.393250948604578
10,-0.03935979964191147,1.3638492332431202,0.23266489588574102,2.2233800418926304,-0.24838190471950802,2168,full,-0.03935979964191147,0.23266489588574102,-0.4220935533739555,0.3433739540901325,-0.49538299557796384,0.41666339629414095,0.6425648169796486,1.0205908836206767,-1.0363071865763644,2.321436820535662,-1.357793314916878,2.642922948876175,1.1881045102768968,1.9003196473063297,-1.9379213095420158,4.314130330095809,-2.5365219984435092,4.912731018997302
11,-0.1724884833660861,0.17912442371420645,0.24056232854403345,3.3217483649003685,-0.46734738186425073,2167,full,-0.1724884833660861,0.24056232854403345,-0.5682135138210211,0.2232365470888489,-0.6439906473123916,0.2990136805802195,-0.08292627150898288,1.5326532230024654,-2.6041408233480388,2.438288280330073,-3.086926588593815,2.9210740455758493,-0.0112765020233003,2.8555550823492575,-4.708664612487828,4.686111608441228,-5.608164463427844,5.585611459381244
