horizon,beta,theta,beta_se,theta_se,cov_bt,nobs,label,irf_0.0,se_0.0,ci90lo_0.0,ci90hi_0.0,ci95lo_0.0,ci95hi_0.0,irf_0.5,se_0.5,ci90lo_0.5,ci90hi_0.5,ci95lo_0.5,ci95hi_0.5,irf_0.9,se_0.9,ci90lo_0.9,ci90hi_0.9,ci95lo_0.9,ci95hi_0.9
-5,0.020312368374717227,-0.34639992474068343,0.03493756712617307,0.36909778936619786,-0.00634746059895367,2174,full,0.020312368374717227,0.03493756712617307,-0.03715992954783747,0.07778466629727193,-0.04816526319258198,0.08878999994201643,-0.1528875939956245,0.1700925263687259,-0.4326897998721786,0.12691461188092965,-0.48626894567832724,0.1804937576870783,-0.29144756389189785,0.3164554925921506,-0.8120168492059856,0.2291217214221899,-0.911700329372513,0.3288052015887173
-4,0.16052176618047742,-0.6371533141723256,0.08337255268420003,0.3094803498678776,-0.010101066457821927,2175,full,0.16052176618047742,0.08337255268420003,0.023373917014968354,0.29766961534598646,-0.00288843708055464,0.3239319694415095,-0.15805489090568536,0.14420276634601628,-0.39526844154488217,0.07915865973351141,-0.4406923129438773,0.12458253113250656,-0.41291621657461564,0.2575836045830922,-0.8366412461138023,0.010808812964571035,-0.9177800815574764,0.0919476484082451
-3,0.010119402768239982,-0.03659685612629533,0.06608934552875606,0.4051748552933929,0.0011433626480596099,2176,full,0.010119402768239982,0.06608934552875606,-0.09859757062656374,0.11883637616304371,-0.1194157144681219,0.13965452000460185,-0.008179025294907685,0.21576104857222117,-0.3631059501962115,0.3467478996063962,-0.43107068049646113,0.4147126299066458,-0.022817767745425818,0.3733642346049824,-0.6370019336706219,0.5913663981797703,-0.7546116675711912,0.7089761320803397
-2,-0.014444735144885376,0.12653210289135727,0.032066850633258766,0.48101941223416017,-0.009634251580092935,2177,full,-0.014444735144885376,0.032066850633258766,-0.06719470443659604,0.038305234146825295,-0.07729576238607257,0.04840629209630181,0.04882131630079326,0.22189851298728216,-0.3162017375632859,0.41384437016487247,-0.38609976915427974,0.4837424017558663,0.09943415745733616,0.413647394252287,-0.581015806087676,0.7798841210023484,-0.7113147352771464,0.9101830501918188
-1,-1.6331866816832547e-15,-1.8394145346493722e-15,6.800487198720737e-16,2.015554287793144e-15,-1.6041494755768771e-31,2177,full,-1.6331866816832547e-15,6.800487198720737e-16,-2.751866825872816e-15,-5.145065374936934e-16,-2.966082172632519e-15,-3.002911907339903e-16,-2.5528939490079408e-15,1.1478963740696678e-15,-4.441183484352544e-15,-6.646044136633373e-16,-4.8027708421844895e-15,-3.03017055831392e-16,-3.2886597628676898e-15,1.86126602512894e-15,-6.350442374204796e-15,-2.268771515305834e-16,-6.936741172120412e-15,3.594216463850322e-16
0,0.07061494258890295,0.5371128302653446,0.07568058934023053,0.43441722706593194,-0.007831049734244566,2178,full,0.07061494258890295,0.07568058934023053,-0.05387962687577627,0.19510951205358218,-0.0777190125179489,0.21894889769575482,0.33917135772157525,0.21231128952920383,-0.01008071355396506,0.6884234289971156,-0.07695876975566424,0.7553014851988147,0.5540164898277131,0.3801230157334382,-0.0712858710537927,1.179318850709219,-0.19102462100982576,1.299057600665252
1,0.02096012488222489,-0.010223559945108682,0.05525377315224669,0.42136154167025275,-0.006214169458081653,2177,full,0.02096012488222489,0.05525377315224669,-0.06993233195322092,0.1118525817176707,-0.08733727049617862,0.1292575202606284,0.015848344909670548,0.2030398906352181,-0.31815227518526323,0.3498489650046043,-0.3821098407353569,0.41380653055469807,0.011758920931627077,0.368346805266431,-0.5941715737316519,0.6176894155949061,-0.7102008173905776,0.7337186592538318
2,-0.0034533011030777375,0.07434799593546959,0.04963104498316153,0.4613231723720313,-0.0062596184511741395,2176,full,-0.0034533011030777375,0.04963104498316153,-0.08509637010037845,0.07818976789422298,-0.10073014927007433,0.09382354706391886,0.033720696864657056,0.2222799800179836,-0.331929870264926,0.3993712639942401,-0.4019480639705908,0.4693894576999049,0.0634598952388449,0.40444946977539364,-0.6018594825416776,0.7287792730193674,-0.7292610655209266,0.8561808559986164
3,0.03859392080078732,-0.14221161573600255,0.054243914198748314,0.4480995188017582,-0.006396012048740726,2175,full,0.03859392080078732,0.054243914198748314,-0.05063731805615366,0.1278251596577283,-0.06772415102875937,0.14491199263033402,-0.03251188706721395,0.2162051915807117,-0.3881694272174847,0.32314565308305676,-0.45627406256540887,0.3912502884309809,-0.08939653336161496,0.3925201336589823,-0.7350921532306409,0.5562990865074109,-0.8587359953332203,0.6799429286099903
4,0.12226892270284022,-0.12335725923721658,0.07945007717075593,0.3286114093143333,-0.006667833512067727,2174,full,0.12226892270284022,0.07945007717075593,-0.008426454243053286,0.25296429964873374,-0.033453228551841394,0.2779910739575218,0.06059029308423193,0.16322023720500903,-0.20790699711800792,0.32908758328647175,-0.25932137183758575,0.3805019580060496,0.011247389389345303,0.28596929151444656,-0.45917209515191926,0.4816668739306099,-0.54925242197897,0.5717472007576606
