horizon,beta,beta_se,theta,theta_se,theta_tstat,theta_pval,cov_bt,nobs,converged,irf_p00,se_irf_p00,ci95lo_irf_p00,ci95hi_irf_p00,irf_p05,se_irf_p05,ci95lo_irf_p05,ci95hi_irf_p05,irf_p09,se_irf_p09,ci95lo_irf_p09,ci95hi_irf_p09
5,0.30512358693509345,0.6014705122440775,1.1362792941688649,3.3344232674785284,0.34077236242059716,0.7333081600862,0.47038076057954453,2173,True,0.30512358693509345,0.6014705122440775,-0.8737586170632985,1.4840057909334854,0.8732632340195259,1.9004584103195323,-2.8516352502067575,4.598161718245809,1.3277749516870718,3.195987914991404,-4.93636136169608,7.591911265070224
6,1.4525678805840292,1.1459819483093723,-3.1111497991863155,2.965388771173997,-1.0491541039843526,0.29422484230028595,0.5249170420451292,2172,True,1.4525678805840292,1.1459819483093723,-0.7935567381023405,3.6986924992703987,-0.10300701900912856,2.0091227709991446,-4.040887650167452,3.8348736121491944,-1.3474669386836549,3.062823053742754,-7.350600124019453,4.655666246652143
7,-0.008729434720054337,0.43319655641612415,-5.964855741952239,1.9540197424581487,-3.0526077154412348,0.0022963490590830827,-0.08578351836088852,2171,True,-0.008729434720054337,0.43319655641612415,-0.8577946852956577,0.840335815855549,-2.991157305696174,1.027824900753505,-5.005694111173044,-0.9766205002193042,-5.377099602477069,1.7680456380176726,-8.842469052991706,-1.9117301519624315
8,0.7968315612633203,0.5596446345354504,-4.752675897260517,2.5891605399447206,-1.8356049476028198,0.06655395446606208,-0.4799624994260537,2170,True,0.7968315612633203,0.5596446345354504,-0.30007192242616254,1.8937350449528032,-1.5795063873669384,1.228485935181992,-3.9873388203236426,0.8283260455897659,-3.4805767462711454,2.208915793392532,-7.810051701320508,0.8488982087782171
9,1.3422333595223772,1.1609404570229243,-2.5017937684762996,2.5484191037728183,-0.981704212141758,0.3263559414223931,0.3853624391022087,2169,True,1.3422333595223772,1.1609404570229243,-0.9332099362425541,3.6176766552873083,0.09133647528422739,1.8321449631438471,-3.4996676524777133,3.6823406030461676,-0.9093810321062927,2.7022086294734384,-6.205709945874232,4.386947881661647
10,0.025374600154462426,0.2960182259403259,-0.8119048577299683,2.4112099337983697,-0.33672093265266945,0.7363601297187139,-0.15683255517573708,2168,True,0.025374600154462426,0.2960182259403259,-0.5548211226885763,0.6055703229975012,-0.38057782871052176,1.1765532589411776,-2.6866222162352296,1.9254665588141862,-0.7053397718025091,2.124762151418215,-4.869873588582211,3.4591940449771923
11,-0.09893016274800163,0.2710894592177512,-3.6104774784101967,2.5317774900644245,-1.4260642937931813,0.15399496107499233,-0.08580917999067293,2167,True,-0.09893016274800163,0.2710894592177512,-0.6302655028147939,0.43240517731879063,-1.9041689019531,1.2610133344685652,-4.375755037511488,0.5674172336052878,-3.3483598933171788,2.2607630903890095,-7.779455550479637,1.08273576384528
12,0.3145867761504441,0.3732263628945997,-4.701185514867648,1.771118678705832,-2.6543594008634335,0.008004517378409008,-0.11103212034730431,2166,True,0.3145867761504441,0.3732263628945997,-0.41693689512297133,1.0461104474238596,-2.0360059812833797,0.9013773577849624,-3.8027056025419057,-0.26930636002485353,-3.9164801872304387,1.5748961281060871,-7.00327659831837,-0.8296837761425078
13,0.2775865946351466,0.6690149326543591,-2.5163034357285015,4.355310995253602,-0.5777551679939176,0.5634899839228305,-0.4012160163439181,2165,True,0.2775865946351466,0.6690149326543591,-1.0336826733673972,1.5888558626376903,-0.9805651232291042,2.1882752180918263,-5.269584550689084,3.308454304230876,-1.9870864975205047,3.884593489884208,-9.600889737693553,5.626716742652543
14,1.160892972220375,0.8462965342438661,-0.17717596431153781,3.0337803606185565,-0.05840105190588467,0.9534346116778858,0.041930275094532544,2164,True,1.160892972220375,0.8462965342438661,-0.49784823489760255,2.8196341793383524,1.072304990064606,1.7490294217326439,-2.355792676531376,4.5004026566605875,1.0014346043399909,2.8717223356355284,-4.6271411735056445,6.630010382185627
15,0.1298572067560972,0.554208134511235,-3.9053417931631924,2.471764433687701,-1.5799813849318534,0.11425850073096869,-0.20566039668763905,2163,True,0.1298572067560972,0.554208134511235,-0.9563907368859232,1.2161051503981177,-1.822813689825499,1.2762801861588444,-4.324322854696835,0.6786954750458363,-3.384950407090776,2.2103731967683404,-7.717281872756724,0.9473810585751714
