date,P_stress_baseline,P_stress_filtered,P_stress_2_state,P_stress_3_state_diag,P_stress_covid_excl,P_stress_pre_2020
2023-12-11,7.762646395829565e-06,1.3560793380504782e-05,0.0024578229983966676,1.0181926892803775e-06,2.434435816884808e-05,1.3046674415821539e-05
2023-12-12,6.19855711402402e-06,1.0817566272635967e-05,0.002061351855770667,8.950547537205952e-07,2.3762579019491855e-05,2.7507944666368014e-05
2023-12-13,8.768131858704644e-05,1.622867675076724e-05,0.010852265095471816,1.1829851626974483e-05,0.0001445755756428945,2.5845565721648493e-05
2023-12-14,0.9999942366864712,0.999995492544006,1.0,0.9999849345356582,1.0,1.0
2023-12-15,6.853054293507492e-05,0.00011969775123359294,0.008064251625928326,8.092057924641012e-06,0.00016355343796719862,0.00013647714265892217
2023-12-18,8.142313327858587e-06,1.421674204548847e-05,0.002511888058196159,8.207015464350051e-07,3.073698242458533e-05,3.284853731521173e-05
2023-12-19,1.3063444954484013e-05,1.260247909798565e-05,0.002427047394331146,1.4363608193607496e-06,6.408219806305447e-05,0.0001307641484975245
2023-12-20,0.0026771798645339,0.0045460812458853125,0.014975653024464325,0.0002635250019530791,0.008892541145484453,0.0035879976211084254
2023-12-21,0.0035141321955429,0.004488910873025297,0.0182538520172028,0.0003215400143110835,0.010751311424999082,0.0019350125163435958
2023-12-22,1.3546685555457487e-05,2.365199777347558e-05,0.002630121182274796,1.3310494670643218e-06,6.029389619464396e-05,3.061766722787711e-05
2023-12-25,5.925385119245479e-05,0.00010347424800350417,0.034160412610635,4.955756813964717e-06,0.00010492903391514218,3.0236766852244904e-06
2023-12-26,7.185645900453766e-05,0.00012553112301202536,0.04010819872162851,5.143130154091858e-06,0.00012347016334961891,3.1401860019121155e-06
2023-12-27,1.1581133016577651e-05,2.022064604493326e-05,0.004048425383546887,9.387956623344581e-07,3.8935739593478304e-05,1.686014809027857e-05
2023-12-28,2.202712817617253e-05,2.1009394746753187e-05,0.004008785788107042,1.7535114595568329e-06,7.967297070319846e-05,3.41021508319208e-05
2023-12-29,0.0053814524659957,0.006865904098673028,0.02269831523452336,0.0004545196889278609,0.011739995383894279,0.003880491311669214
2024-01-01,0.0001587705735199,0.0002772293443492291,0.042463437629790525,9.610119780073304e-06,0.00026242436865246536,4.120229374901691e-06
2024-01-02,1.3178883708962649e-05,1.2462042414290693e-05,0.003864687133364065,1.3861665658865438e-06,8.828583988176228e-05,0.00012129366585426214
2024-01-03,0.0074337474938188,0.0094838048817541,0.0368733805095712,0.0004899168952113327,0.029693040547413854,0.23423216585910198
2024-01-04,2.589070997899214e-05,4.522839633410949e-05,0.0068253159136534205,2.1719510705866735e-06,0.00017856501761931586,0.0014318476518685047
2024-01-05,9.096948357005568e-06,1.5886959409053295e-05,0.003549097477277017,8.566767554360454e-07,4.1225370468923536e-05,2.867215329007965e-05
2024-01-08,1.5678839640878978e-05,1.509822728635664e-05,0.003626059482882509,1.523443262090682e-06,9.871644161265722e-05,0.00033032507186087415
2024-01-09,0.0030796781900319,0.003934073781792977,0.014936474037643567,0.0002848838330253704,0.010422605380977137,0.0096762542119928
2024-01-10,1.5888816572739775e-05,2.7756268205945808e-05,0.0033329202192127327,1.2532068779016157e-06,9.74748397699273e-05,0.00014184467399477418
2024-01-11,7.485334754168007e-06,1.3080006290717848e-05,0.0037053436342557866,7.868427898944542e-07,5.045347952376986e-05,0.0001743475207204766
2024-01-12,5.338333860986535e-06,9.328434644477237e-06,0.004760670626815381,8.417337040073557e-07,5.8279915759846435e-05,0.00042192195393450557
2024-01-15,4.0866552778226906e-06,7.138736491357552e-06,0.0032933287346572125,6.898236825517053e-07,4.267883150744458e-05,0.00011603225985905278
2024-01-16,8.474458557165183e-06,8.094559006145839e-06,0.011182877267786018,1.221582141961718e-06,0.0001140928555571332,0.0003120942812702936
2024-01-17,0.0049970156238502,0.008517810708440265,0.973465853809266,0.0011311796973235348,0.17011332488312447,0.7147228912232344
2024-01-18,0.0025444971163255,0.003250883276673962,0.05655672941757484,0.00016086641044466032,0.018233048318595728,0.05339799033964301
2024-01-19,1.4235563661135628e-05,2.4859499592423333e-05,0.003805862078299308,1.158623293883869e-06,9.823584960918434e-05,8.712863270002671e-05
2024-01-22,1.2549508631288978e-05,1.211489437500711e-05,0.0036560151708268035,1.2771202512304865e-06,9.940827701255255e-05,0.0003059838841110486
2024-01-23,0.0024810011108432,0.004216862559528507,0.01824110282580389,0.0002162588418278288,0.011422137909284397,0.007560367213943253
2024-01-24,0.0033653162555406,0.004299487736580616,0.022358854207444722,0.00018372684135885647,0.018472355339654738,0.06204261460759404
2024-01-25,2.1447875059448743e-05,2.0726248470170614e-05,0.0037288664831261957,1.9356576537364667e-06,0.00020757584834924458,0.00020288792053950176
2024-01-26,0.0023404372527265,0.0029909717545033043,0.014654455524897136,0.00020437652236973914,0.012306502682066121,0.02767971545166269
2024-01-29,2.290186252620001e-05,2.2102143894475046e-05,0.003855581891006795,2.0070655257035917e-06,0.00020950952464313016,0.00015747729243352783
2024-01-30,0.0026553044842426,0.0033928407854243504,0.015813908341396034,0.00024616041413546907,0.011717527574207838,0.009105090209105163
2024-01-31,2.2451925813510625e-05,2.1700367488006197e-05,0.0041902701663144885,1.929699707259274e-06,0.0002422880628697289,0.0007582970780572025
2024-02-01,0.0022752296466691,0.0029069929719903894,0.013888218611836216,0.00020549899321922995,0.011083756442884129,0.014428557861349953
2024-02-02,1.1341312805575584e-05,1.981505619281298e-05,0.0043361154682864346,1.2736254323505942e-06,0.00010686703895807391,4.8863914402794216e-05
2024-02-05,4.73514620683236e-06,8.272657116390565e-06,0.0034985585730387095,6.410912807842276e-07,4.638830139948554e-05,0.00013683411473614808
2024-02-06,4.959885836177631e-06,4.817465265330311e-06,0.003266714103995849,1.0891011812390266e-06,8.142603860711898e-05,0.00016261191662035994
2024-02-07,0.0010165330943225,0.0017539007212797229,0.013008750540323362,0.00014790745528324266,0.010891328485594971,0.02482906282728639
2024-02-08,0.0008156633582671,0.0010425444879918534,0.011768904716679561,0.00013975976166738583,0.010970483465912373,0.015833897455087724
2024-02-09,4.0105172674988415e-06,7.008219227976669e-06,0.003538110433313566,1.1444949377407879e-06,8.602981218551441e-05,6.969842223339179e-05
2024-02-12,2.006950524711506e-06,3.5074629332691252e-06,0.003485608031466695,6.471060781617699e-07,3.9741387219101365e-05,0.0002221545845650554
2024-02-13,4.119042375055214e-06,7.198516464000121e-06,0.008829740320096804,1.2276097739812607e-06,7.56553255688709e-05,0.0015431491030192413
2024-02-14,2.408666957219213e-06,4.208485072395447e-06,0.003334786340570049,6.177596307053051e-07,4.014412073465342e-05,0.000158300294282181
2024-02-15,4.188414151487722e-06,4.06125316216535e-06,0.0033575130885901234,1.10684293124515e-06,8.198274642587268e-05,0.0003709928157062734
2024-02-16,0.0014085348854676,0.001800049135800793,0.01245374120882598,0.00019727512539157322,0.010975609680527906,0.018470102184572172
2024-02-19,6.53949025351532e-06,1.1426397791064867e-05,0.0036966278647874848,1.0085618145475866e-06,9.707495943617828e-05,8.880253033987924e-05
2024-02-20,4.089230977157721e-06,7.145860772583744e-06,0.004175408764941016,6.925056313862189e-07,4.791815407039358e-05,3.669429436283156e-05
2024-02-21,3.656129837643524e-06,6.387971680403088e-06,0.003488434147291742,5.717440667230359e-07,4.380880632437846e-05,7.753710639592908e-05
2024-02-22,9.173353884410506e-06,8.892574452706124e-06,0.00637704525794111,1.4190916828047258e-06,0.00013342547004193883,0.0013630366525809081
2024-02-23,0.0014637561622506,0.0018706191568318951,0.013136450045667807,0.0002214439323311484,0.01100007052960932,0.011684809588034483
2024-02-26,1.4977194121173962e-05,2.6165851384077314e-05,0.0040879124625418164,7.412870212460987e-07,0.00012432080078977678,9.711313393933731e-05
2024-02-27,7.365005563782538e-06,1.2864619652100202e-05,0.004011754867864625,4.4574848346962416e-07,5.535042656073744e-05,7.226620529890449e-05
2024-02-28,1.3443534985226383e-05,1.2937380451612773e-05,0.0041310865899369794,7.832950723320954e-07,0.0001142136282404413,0.0001719763489412933
2024-02-29,0.0032155856263923,0.004107207191864921,0.01626606420027233,0.00019994628990350422,0.01266205632132466,0.008869768436150253
2024-03-01,1.6364565252129643e-05,2.8590678939872895e-05,0.005129306303875202,7.837740280554831e-07,0.00013951375369631458,0.00031420435958769903
2024-03-04,7.86380137664912e-06,1.3740416390286013e-05,0.004265401736144286,4.888985751393829e-07,5.777001690098996e-05,4.754230853393531e-05
2024-03-05,7.608991463089345e-06,1.329515292378693e-05,0.00397841378344644,4.3127465646585687e-07,5.56325532812057e-05,7.211848791506874e-05
2024-03-06,7.790698361443217e-06,1.3612765606625988e-05,0.003907948319027749,4.1822296295801247e-07,5.5404995401005416e-05,7.893265250644805e-05
2024-03-07,7.797197762343468e-06,1.3618116600662943e-05,0.004121893991937646,3.860569023741167e-07,5.636370637383517e-05,9.023090831713975e-05
2024-03-08,1.4878477638610669e-05,1.4260769041690897e-05,0.013519984908388615,7.953907445362497e-07,0.00013091619247765563,8.185408077614092e-05
2024-03-11,0.0041851474611368,0.005342695478635037,0.9334005656069658,0.0002544365648046524,0.052774465939807724,0.06928282088977744
2024-03-12,9.917960918013543e-05,9.557977300276676e-05,0.0802349768807548,3.3450443363659704e-06,0.0007984531175677962,0.004978087039337428
2024-03-13,0.0028895690781017,0.0036920921933890397,0.01565518831932295,0.00015124684444651262,0.011476132619468987,0.01006286902634055
2024-03-14,2.718596698037081e-05,2.619830311821483e-05,0.004027776625949414,1.166334745202733e-06,0.00025614288875308735,0.00020278492257363298
2024-03-15,0.0029997397339957,0.0038319168223839174,0.01405613232048046,0.00017141766662984406,0.011735177146958788,0.008184362557278536
2024-03-18,1.6668222469779005e-05,2.9120511086351177e-05,0.0045410773639565334,7.580227503448733e-07,0.00013871022702854075,6.237537510925731e-05
2024-03-19,1.1048553940734587e-05,1.9290589344457825e-05,0.007073200548822878,5.001708645726604e-07,7.548541626360896e-05,0.00024981946211297725
2024-03-20,6.695827711360095e-05,1.239223340980577e-05,0.013709394367885394,4.438240392088336e-06,0.00033304314402673974,8.190357231133945e-05
2024-03-21,0.9999736759720804,0.9999794091588459,1.0,0.9999237017473426,1.0,1.0
2024-03-22,7.399335371948488e-05,0.00012927045245340427,0.015609940083051752,3.79997728443256e-06,0.0003267958796995565,0.0003447206335649331
2024-03-25,8.177783426405891e-06,1.4288468557504565e-05,0.0043925096309161155,4.624881718261864e-07,6.273066164430399e-05,2.9894552643015554e-05
2024-03-26,7.524320851550224e-06,1.314706461564266e-05,0.003804669336758429,4.071086181035496e-07,5.689016722601819e-05,3.876972578556091e-05
2024-03-27,7.966215833278031e-06,1.391983836274477e-05,0.004402587252590939,4.1137378949390834e-07,6.34715685042616e-05,3.76727605663609e-05
2024-03-28,7.706728133494143e-06,1.346415434315608e-05,0.0047398693188305625,3.6270082179622315e-07,6.012781480029746e-05,6.187682691506321e-05
2024-03-29,3.0737672002533305e-05,5.3670527063820464e-05,0.029473348038314612,1.962466936227021e-06,0.00023096687605873213,2.1836126112417217e-05
2024-04-01,6.699069023049787e-05,6.470000823470072e-05,0.036750361715287796,4.25447048980234e-06,0.0005561674641412452,4.7064847166697865e-05
2024-04-02,0.0023561015631625,0.004035521006119134,0.015837478667099177,0.00012572029375777219,0.011189049880287395,0.008431871144647671
2024-04-03,0.0019729502667394,0.003372479226241324,0.018156752919866792,0.00010138775011160415,0.012182478001551427,0.004957902838124696
2024-04-04,0.0023835319535029,0.004051579767142994,0.06409823240522641,0.00014725365228847862,0.0154916802683229,0.004219581998394782
2024-04-05,0.003358783474855,0.004289845383946501,0.9341741392212999,0.00018761876806091803,0.052193542280374365,0.051434960710109424
2024-04-08,1.8008586479712885e-05,3.1465377199327916e-05,0.018720167998029225,6.502410605823226e-07,0.00015558769505361986,0.00023169728828315367
2024-04-09,8.994291005161605e-06,1.571723023040549e-05,0.005743124733219039,3.868346069074046e-07,6.482637635440204e-05,0.00011892853526159611
2024-04-10,7.447280995431866e-06,1.3011107883541162e-05,0.00535971219015639,3.885561656357437e-07,6.460569635618011e-05,5.7495067004837704e-05
2024-04-11,2.0225077510207617e-05,1.943191604744569e-05,0.008979126798641312,8.022624942805136e-07,0.00015847278836249917,0.00043888079672287805
2024-04-12,0.0035710006070956,0.004559007409304418,0.016950937986936615,0.00022334476622053973,0.012399938537986243,0.00766210437417169
2024-04-15,0.0001430279094292,2.6474311337696483e-05,0.017966476721839524,6.1059530924111415e-06,0.0008053931659605752,0.0002863303529390624
2024-04-16,1.0,0.999999999999996,1.0,1.0,1.0,1.0
2024-04-17,7.366810566595073e-05,0.00012870934649736408,0.014460363248823268,3.736211836281969e-06,0.0003203458837420362,0.00025769131383544824
2024-04-18,9.45751664618033e-06,1.6518245969846538e-05,0.005758117165058747,4.3294655699437525e-07,6.625049334574425e-05,0.00016048933051676756
2024-04-19,1.790995833864162e-05,1.435023749361014e-05,0.014738675312186379,8.072859593079113e-07,0.0003399577318563889,0.00011781426818178001
2024-04-22,0.0509446015134633,0.0718795547490246,0.9999998927769469,0.00641718075692271,0.9972302807610245,0.9991365083232113
2024-04-23,0.0440585782646952,0.07330237681898846,0.9999998966704933,0.005405051907658279,0.9977281954804782,0.9991280047353502
2024-04-24,0.0023524678387345,0.004032132859995305,0.05847045440088693,0.000114505129429453,0.03309096753883523,0.0077484073379681705
2024-04-25,0.0018453993982658,0.0031230615344904704,0.04929399087696201,6.760333044740015e-05,0.014500202351835453,0.014718317540848335
2024-04-26,0.0042246764035467,0.005396247632186296,0.9421938063952443,0.00027714087159666425,0.09402864220154268,0.23180722696155992
2024-04-29,2.468698567958625e-05,2.3843128884905852e-05,0.011302938723324208,1.1274350603831e-06,0.0002598173798253711,0.0002710362056022265
2024-04-30,0.0024870135035856,0.0031768628782436617,0.012430615083951152,0.0001350487788882054,0.011565859775500443,0.01324176036803043
2024-05-01,5.994813049186013e-05,0.00010472336628591155,0.023657942944563658,3.736975063163081e-06,0.00039461276076560456,2.1822051253351002e-05
2024-05-02,5.539267161296551e-06,9.673345973441577e-06,0.0029487635056697787,3.759600566272962e-07,4.4074895958077666e-05,5.094099908103672e-05
2024-05-03,1.1768932097331596e-05,1.1366883150803249e-05,0.010596990690644171,8.363884872322562e-07,0.0001082451489117143,5.592081612156716e-05
2024-05-06,0.0023867188317521,0.004059425518061307,0.9127206586233327,0.00017108542971158418,0.047541846247061724,0.06120095229380725
