horizon,beta,se,tstat,pval,ci90_lo,ci90_hi,ci95_lo,ci95_hi,nobs
-5,0.030415062365804282,0.09946202914874934,0.30579571547165374,0.7597601908685984,-0.1331999755838884,0.19403010031549695,-0.16453051476574443,0.22536063949735297,2174
-4,0.31944833439479103,0.15643661012339158,2.04203053328004,0.04114850269312976,0.062110110741811886,0.5767865580477702,0.012832578552943563,0.6260640902366386,2175
-3,0.12278092289264766,0.19410031364418506,0.6325642683799237,0.5270182270042266,-0.1965140930520368,0.4420759388373321,-0.25765569184995507,0.5032175376352503,2176
-2,0.0373441354121962,0.10249306625861261,0.36435767584480994,0.7155909362165136,-0.13125695858322156,0.20594522940761395,-0.16354227445468453,0.23823054527907692,2177
-1,-0.07008096022149816,0.13626849033876107,-0.5142858781753443,0.6070521335043355,-0.2942426268287601,0.15408070638576377,-0.33716720128546984,0.19700528084247348,2177
0,0.45824105040491986,0.3367416584893181,1.3608089134580772,0.1735740843506116,-0.09569897781000841,1.0121810786198482,-0.20177260023414362,1.1182547010439834,2178
1,0.4309212156408282,0.32608021466086895,1.3215190504244372,0.18632835475045362,-0.10548073747630127,0.9673231687579577,-0.2081960050944749,1.0700384363761313,2177
2,0.07155445014957547,0.11237628744145983,0.6367397587044359,0.52429437128938,-0.11330454269162595,0.2564134429907769,-0.14870307323568582,0.29181197353483673,2176
3,0.30554187808818073,0.2640924072937735,1.1569506341327689,0.24729252985596872,-0.12889013191007664,0.7399738880864382,-0.21207924020761532,0.8231629963839768,2175
4,0.5595078932989934,0.46846928386970965,1.1943320780335374,0.23234809436270065,-0.21112407866667893,1.3301398652646657,-0.3586919030856375,1.4777076896836243,2174
5,0.1557342779936189,0.1761496220306786,0.884102254653126,0.3766410162143454,-0.1340318502468474,0.44550040623408527,-0.18951898118651114,0.500987537173749,2173
6,0.5233096450075005,0.32604032030680213,1.6050457946890406,0.10848372694703386,-0.013026681897188919,1.05964597191219,-0.1157293827938316,1.1623486728088328,2172
7,0.14703272952729277,0.16008691707130715,0.9184556253388296,0.3583803804019229,-0.1163102490550075,0.410375708109593,-0.16673762793246924,0.46080308698705474,2171
8,0.22529720431043654,0.13188163768174188,1.7083288338754639,0.0875753440234716,0.008351910323971146,0.44224249829690193,-0.033190805545777524,0.4837852141666506,2170
9,0.6109627916611783,0.35686688430616115,1.7120187345178957,0.08689321599608145,0.02391676697754319,1.1980088163448133,-0.08849630157889754,1.310421884901254,2169
10,0.09793567327899373,0.10062907525966078,0.9732343562363357,0.33043683923441924,-0.06759915552314825,0.2634705020811357,-0.09929731422994138,0.29516866078792886,2168
11,0.09395431629744504,0.10268917080752261,0.914938893347869,0.3602237105136248,-0.07496936968092967,0.26287800227581976,-0.10731645848529929,0.29522509108018935,2167
12,0.1539062745452474,0.1088189292861117,1.4143336600986949,0.15726395831974407,-0.025100864130406325,0.3329134132209012,-0.0593788268555315,0.36719137594602635,2166
13,0.12993494361566543,0.1944219782414676,0.668314070203983,0.5039331337842368,-0.18988921059154878,0.44975909782287965,-0.25113213373761106,0.5110020209689419,2165
14,0.4010743675028991,0.2381642461088357,1.684024256603223,0.09217698100442942,0.009294182653864391,0.7928545523519338,-0.06572755487041881,0.867876289876217,2164
15,0.17844663248164333,0.1807530225824426,0.9872401021689841,0.32352494669880605,-0.11889208966647474,0.4757853546297614,-0.17582929177994416,0.5327225567432308,2163
