category,n_events,pct_events,mean_max_shock,mean_breadth,mean_emfi_delta,mean_p_stress_peak,mean_tci_post_max
Systemic,42,27.27272727272727,0.3146456355422323,1.7619047619047619,0.6434937081132402,0.9902854012039297,77.56597908570497
Localized,34,22.07792207792208,0.24183339015863664,1.6764705882352942,0.21286334466436066,0.16191599957857794,67.42828555074996
Absorbed,78,50.649350649350644,0.27954859809886007,1.7435897435897436,-0.34669502196812557,0.04569772001489186,68.56093514894921
